,Anza,Carrizo,Cholame,Coachella,Garlock,Mojave
4115,,18,9,,,18
4116,,16,8,,,17
4117,,14,10,,,22
4118,,18,5,,,17
4119,,15,9,,,19
4120,,15,17,,,20
4121,,17,18,,,18
4122,,16,18,,,18
4123,,18,18,,,17
4124,,16,17,,,19
4125,,18,17,,,21
4126,,17,18,,,19
4127,,17,18,,,19
4128,,20,17,,,19
4129,,16,17,,,22
4130,,16,13,,,19
4131,,17,17,,,17
4132,,18,11,,,19
4133,,15,8,,,20
4134,,15,15,,,20
4135,,13,11,,,13
4136,,17,13,,,7
4137,,16,12,,,10
4138,,17,1,,,6
4139,,12,15,,,9
4140,,2,19,,,9
4141,,14,13,,,20
4142,,18,18,,,19
4143,,17,17,,,17
4144,,20,16,,,16
4145,,17,18,,,16
4146,,17,19,,,20
4147,,16,18,,,21
4148,,18,17,,,18
4149,,24,13,,,16
4150,,18,15,,,18
4151,,18,17,,,15
4152,,17,17,,,18
4153,,19,11,,,17
4154,,16,16,,,19
4155,,15,11,,,20
4156,,19,7,,,18
4157,,16,11,,,19
4158,,17,17,,,16
4159,,16,15,,,17
4160,,17,10,,,21
4161,,1,16,,,21
4162,,17,17,,,20
4163,,18,18,,,14
4164,,14,16,,,19
4165,,17,18,,,19
4166,,16,18,,,19
4167,,16,18,,,14
4168,,21,18,,,20
4169,,18,15,,,17
4170,,20,13,,,19
4171,,19,13,,,16
4172,,17,18,,,21
4173,,19,19,,,18
4174,,18,16,,,22
4175,,18,19,,,18
4176,,17,18,,,17
4177,,17,16,,,17
4178,,15,18,,,19
4179,,16,16,,,21
4180,,19,15,,,22
4181,,17,15,,,21
4182,,16,15,,,16
4183,,12,16,,,15
4184,,5,17,,,15
4185,,9,18,,,18
4186,,15,16,,,20
4187,,15,16,,,17
4188,,17,17,,,19
4189,,15,17,,,17
4190,,10,18,,,14
4191,,5,17,,,4
4192,,12,18,,,15
4193,,14,16,,,18
4194,,15,18,,,20
4195,,19,18,,,17
4196,,17,16,,,18
4197,,12,17,,,18
4198,,17,15,,,19
4199,,16,16,,,18
4200,,16,16,,,19
4201,,7,15,,,18
4202,,7,19,,,19
4203,,12,18,,,16
4204,,15,16,,,20
4205,,16,19,,,17
4206,,6,18,,,21
4207,,9,19,,,17
4208,,17,18,,,16
4209,,19,17,,,18
4210,,19,16,,,20
4211,,17,17,,,21
4212,,13,15,,,20
4213,,2,18,,,17
4214,,12,20,,,15
4215,,15,16,,,22
4216,,16,20,,,19
4217,,16,17,,,17
4218,,17,18,,,19
4219,,17,17,,,16
4220,,15,17,,,20
4221,,19,16,,,15
4222,,19,19,,,19
4223,,19,16,,,22
4224,,16,17,,,21
4225,,15,17,,,15
4226,,5,17,,,18
4227,,10,17,,,17
4228,,8,19,,,20
4229,,5,17,,,22
4230,,8,15,,,19
4231,,7,17,,,18
4232,,12,15,,,16
4233,,15,16,,,19
4234,,18,17,,,20
4235,,16,17,,,13
4236,,17,15,,,20
4237,,15,15,,,21
4238,,14,20,,,21
4239,,16,15,,,17
4240,,13,12,,,18
4241,,16,5,,,17
4242,,17,10,,,19
4243,,19,9,,,17
4244,,17,17,,,19
4245,,18,15,,,22
4246,,13,19,,,21
4247,,10,20,,,22
4248,,7,17,,,18
4249,,7,16,,,17
4250,,11,16,,,20
4251,,16,18,,,19
4252,,17,16,,,21
4253,,17,15,,,21
4254,,11,14,,,22
4255,,4,11,,,14
4256,,11,15,,,20
4257,,16,10,,,21
4258,,16,6,,,18
4259,,16,11,,,17
4260,,17,10,,,16
4261,,18,7,,,21
4262,,16,10,,,21
4263,,15,2,,,17
4264,,17,14,,,22
4265,,20,18,,,19
4266,,17,18,,,20
4267,,19,18,,,19
4268,,18,17,,,22
4269,,20,17,,,21
4270,,19,18,,,20
4271,,18,19,,,21
4272,,16,16,,,17
4273,,17,20,,,19
4274,,17,19,,,18
4275,,16,18,,,18
4276,,14,16,,,18
4277,,16,19,,,19
4278,,15,17,,,9
4279,,12,19,,,8
4280,,5,18,,,19
4281,,13,16,,,18
4282,,17,16,,,12
4283,,20,15,,,5
4284,,16,17,,,10
4285,,15,16,,,19
4286,,12,16,,,18
4287,,17,18,,,17
4288,,17,16,,,18
4289,,18,19,,,21
4290,,17,14,,,18
4291,,16,17,,,17
4292,,14,16,,,18
4293,,15,18,,,17
4294,,14,18,,,21
4295,,16,13,,,21
4296,,17,13,,,20
4297,,17,17,,,20
4298,,17,19,,,21
4299,,18,15,,,20
4300,,17,19,,,20
4301,,17,16,,,21
4302,,16,16,,,19
4303,,18,18,,,17
4304,,17,19,,,20
4305,,14,20,,,19
4306,,17,14,,,18
4307,,17,15,,,17
4308,,17,17,,,17
4309,,14,19,,,16
4310,,17,15,,,19
4311,,17,15,,,19
4312,,18,15,,,17
4313,,19,14,,,17
4314,,17,16,,,21
4315,,17,18,,,18
4316,,14,18,,,18
4317,,16,20,,,17
4318,,20,16,,,21
4319,,18,15,,,21
4320,,17,13,,,20
4321,,17,14,,,22
4322,,18,18,,,17
4323,,18,17,,,19
4324,,16,20,,,20
4325,,14,14,,,18
4326,,17,15,,,19
4327,,17,20,,,17
4328,,17,16,,,15
4329,,16,15,,,19
4330,,19,12,,,17
4331,,14,6,,,20
4332,,13,9,,,16
4333,,18,9,,,17
4334,,20,10,,,17
4335,,19,16,,,20
4336,,17,10,,,22
4337,,18,4,,,20
4338,,17,14,,,16
4339,,17,18,,,18
4340,,0,19,,,19
4341,,17,17,,,23
4342,,15,18,,,19
4343,,19,17,,,17
4344,,18,17,,,19
4345,,17,18,,,18
4346,,18,18,,,20
4347,,17,21,,,21
4348,,18,16,,,19
4349,,17,17,,,18
4350,,17,12,,,17
4351,,20,20,,,18
4352,,15,22,,,19
4353,,15,19,,,18
4354,,17,18,,,19
4355,,19,18,,,20
4356,,15,18,,,19
4357,,17,17,,,16
4358,,10,15,,,19
4359,,13,16,,,18
4360,,11,17,,,16
4361,,2,17,,,21
4362,,13,16,,,22
4363,,14,20,,,15
4364,,13,17,,,19
4365,,17,14,,,18
4366,,18,16,,,18
4367,,18,17,,,20
4368,,17,18,,,19
4369,,17,17,,,20
4370,,18,17,,,23
4371,,18,18,,,20
4372,,17,11,,,22
4373,,17,9,,,19
4374,,13,15,,,21
4375,,17,12,,,18
4376,,16,17,,,18
4377,,3,17,,,17
4378,,6,17,,,18
4379,,10,18,,,20
4380,,14,17,,,21
4381,,10,17,,,16
4382,,10,17,,,21
4383,,1,14,,,18
4384,,15,16,,,20
4385,,19,19,,,21
4386,,18,15,,,19
4387,,13,16,,,16
4388,,17,17,,,17
4389,,16,18,,,19
4390,,18,16,,,18
4391,,19,14,,,16
4392,,18,18,,,19
4393,,17,17,,,19
4394,,11,18,,,19
4395,,1,16,,,19
4396,,15,17,,,16
4397,,17,17,,,19
4398,,17,17,,,17
4399,,11,14,,,18
4400,,8,18,,,18
4401,,7,14,,,16
4402,,11,17,,,17
4403,,19,18,,,19
4404,,17,19,,,17
4405,,15,11,,,18
4406,,12,5,,,19
4407,,14,9,,,17
4408,,17,8,,,18
4409,,18,10,,,19
4410,,16,18,,,18
4411,,18,16,,,19
4412,,18,14,,,19
4413,,18,12,,,18
4414,,18,14,,,16
4415,,15,20,,,18
4416,,13,14,,,16
4417,,13,18,,,22
4418,,18,18,,,20
4419,,19,21,,,17
4420,,16,17,,,21
4421,,19,20,,,21
4422,,18,17,,,20
4423,,16,16,,,19
4424,,18,15,,,19
4425,,16,16,,,18
4426,,15,19,,,19
4427,,15,18,,,24
4428,,15,18,,,20
4429,,16,18,,,19
4430,,17,16,,,22
4431,,18,18,,,17
4432,,16,18,,,19
4433,,16,17,,,22
4434,,17,18,,,21
4435,,17,16,,,19
4436,,18,18,,,20
4437,,17,18,,,17
4438,,18,18,,,20
4439,,16,17,,,16
4440,,18,18,,,21
4441,,18,15,,,17
4442,,16,18,,,17
4443,,17,18,,,18
4444,,15,12,,,18
4445,,16,4,,,22
4446,,16,8,,,20
4447,,15,15,,,22
4448,,19,17,,,19
4449,,18,16,,,18
4450,,16,15,,,21
4451,,19,15,,,20
4452,,18,16,,,21
4453,,19,16,,,20
4454,,18,17,,,21
4455,,17,18,,,18
4456,,16,18,,,18
4457,,17,19,,,19
4458,,15,19,,,17
4459,,18,18,,,18
4460,,20,14,,,18
4461,,16,16,,,16
4462,,20,19,,,19
4463,,17,17,,,20
4464,,18,18,,,19
4465,,17,17,,,17
4466,,17,15,,,20
4467,,16,16,,,20
4468,,19,18,,,18
4469,,16,17,,,21
4470,,17,20,,,21
4471,,17,18,,,17
4472,,17,14,,,17
4473,,17,16,,,18
4474,,19,16,,,18
4475,,17,18,,,15
4476,,15,18,,,18
4477,,17,17,,,18
4478,,15,18,,,17
4479,,16,19,,,19
4480,,17,18,,,17
4481,,17,18,,,22
4482,,15,16,,,20
4483,,15,16,,,19
4484,,11,18,,,21
4485,,8,16,,,17
4486,,8,19,,,16
4487,,6,18,,,17
4488,,12,17,,,21
4489,,16,19,,,17
4490,,14,18,,,22
4491,,0,18,,,17
4492,,11,13,,,19
4493,,6,18,,,19
4494,,8,13,,,19
4495,,11,13,,,20
4496,,14,18,,,20
4497,,13,19,,,21
4498,,17,15,,,17
4499,,16,18,,,18
4500,,16,18,,,20
4501,,18,17,,,16
4502,,16,19,,,21
4503,,11,17,,,21
4504,,3,17,,,18
4505,,10,18,,,16
4506,,15,18,,,18
4507,,15,17,,,20
4508,,17,17,,,21
4509,,11,17,,,14
4510,,6,16,,,4
4511,,11,15,,,12
4512,,13,17,,,17
4513,,9,17,,,16
4514,,4,17,,,19
4515,,9,17,,,21
4516,,19,15,,,21
4517,,14,16,,,17
4518,,11,18,,,14
4519,,8,18,,,21
4520,,15,20,,,17
4521,,17,14,,,19
4522,,11,15,,,15
4523,,6,19,,,21
4524,,12,18,,,18
4525,,7,15,,,14
4526,,8,17,,,19
4527,,20,15,,,17
4528,,19,13,,,17
4529,,18,14,,,17
4530,,16,16,,,18
4531,,19,20,,,20
4532,,17,18,,,18
4533,,19,17,,,20
4534,,18,18,,,20
4535,,16,17,,,18
4536,,16,14,,,17
4537,,15,24,,,18
4538,,17,21,,,21
4539,,16,19,,,21
4540,,16,15,,,20
4541,,18,18,,,16
4542,,16,18,,,21
4543,,19,19,,,17
4544,,14,17,,,20
4545,,17,12,,,20
4546,,16,18,,,19
4547,,18,18,,,21
4548,,18,14,,,17
4549,,13,16,,,18
4550,,18,17,,,16
4551,,12,21,,,17
4552,,19,16,,,21
4553,,15,15,,,20
4554,,19,14,,,21
4555,,16,19,,,18
4556,,16,15,,,16
4557,,18,16,,,17
4558,,19,16,,,19
4559,,17,14,,,21
4560,,17,18,,,18
4561,,15,18,,,15
4562,,17,19,,,16
4563,,19,15,,,11
4564,,15,19,,,19
4565,,15,17,,,21
4566,,15,19,,,21
4567,,14,16,,,17
4568,,16,17,,,18
4569,,18,15,,,18
4570,,18,19,,,17
4571,,20,14,,,19
4572,,16,15,,,22
4573,,15,18,,,22
4574,,13,15,,,19
4575,,14,19,,,18
4576,,18,16,,,17
4577,,17,17,,,19
4578,,20,18,,,20
4579,,14,17,,,18
4580,,15,17,,,17
4581,,20,17,,,20
4582,,16,14,,,19
4583,,15,16,,,19
4584,,12,15,,,17
4585,,16,17,,,16
4586,,20,17,,,17
4587,,16,18,,,16
4588,,15,21,,,19
4589,,14,17,,,18
4590,,18,17,,,16
4591,,19,18,,,22
4592,,17,16,,,19
4593,,18,17,,,16
4594,,17,15,,,19
4595,,9,19,,,16
4596,,7,18,,,19
4597,,8,17,,,20
4598,,6,18,,,19
4599,,8,17,,,17
4600,,12,17,,,18
4601,,6,17,,,15
4602,,14,19,,,18
4603,,16,17,,,19
4604,,17,19,,,21
4605,,12,15,,,21
4606,,20,17,,,21
4607,,22,14,,,20
4608,,19,14,,,20
4609,,18,16,,,17
4610,,18,17,,,21
4611,,18,18,,,23
4612,,17,18,,,18
4613,,15,17,,,17
4614,,16,16,,,16
4615,,17,18,,,20
4616,,17,17,,,20
4617,,16,17,,,20
4618,,20,18,,,20
4619,,17,18,,,14
4620,,14,16,,,6
4621,,16,14,,,10
4622,,17,19,,,6
4623,,18,18,,,11
4624,,17,18,,,17
4625,,17,17,,,14
4626,,11,19,,,17
4627,,6,18,,,20
4628,,11,16,,,18
4629,,17,19,,,20
4630,,20,15,,,15
4631,,17,18,,,15
4632,,17,15,,,19
4633,,17,13,,,17
4634,,18,14,,,19
4635,,17,20,,,20
4636,,17,19,,,21
4637,,17,19,,,19
4638,,14,17,,,20
4639,,16,11,,,20
4640,,19,12,,,20
4641,,15,12,,,17
4642,,16,18,,,17
4643,,17,19,,,17
4644,,18,17,,,21
4645,,16,16,,,22
4646,,14,15,,,22
4647,,18,17,,,21
4648,,17,16,,,22
4649,,18,17,,,21
4650,,16,19,,,17
4651,,17,18,,,18
4652,,17,18,,,18
4653,,17,19,,,19
4654,,14,18,,,21
4655,,18,17,,,20
4656,,14,19,,,20
4657,,17,16,,,19
4658,,18,19,,,19
4659,,12,17,,,15
4660,,18,13,,,21
4661,,15,15,,,20
4662,,19,17,,,17
4663,,18,12,,,20
4664,,16,14,,,15
4665,,14,19,,,23
4666,,2,14,,,19
4667,,9,16,,,20
4668,,4,17,,,22
4669,,9,15,,,18
4670,,12,13,,,20
4671,,7,1,,,20
4672,,11,14,,,21
4673,,2,17,,,18
4674,,10,19,,,21
4675,,17,16,,,19
4676,,20,16,,,21
4677,,18,16,,,20
4678,,14,18,,,15
4679,,14,12,,,18
4680,,17,0,,,18
4681,,16,15,,,22
4682,,15,16,,,21
4683,,16,18,,,21
4684,,19,17,,,21
4685,,18,17,,,18
4686,,18,18,,,19
4687,,18,17,,,20
4688,,16,18,,,20
4689,,2,19,,,18
4690,,15,21,,,18
4691,,18,20,,,19
4692,,17,15,,,18
4693,,18,14,,,19
4694,,16,18,,,18
4695,,18,17,,,17
4696,,18,17,,,17
4697,,18,15,,,15
4698,,17,19,,,18
4699,,18,18,,,18
4700,,15,17,,,17
4701,,18,16,,,17
4702,,18,16,,,17
4703,,12,16,,,20
4704,,13,17,,,16
4705,,15,20,,,16
4706,,17,15,,,21
4707,,16,18,,,21
4708,,15,18,,,20
4709,,15,17,,,20
4710,,16,19,,,21
4711,,16,20,,,20
4712,,17,18,,,21
4713,,18,19,,,19
4714,,14,14,,,18
4715,,12,14,,,18
4716,,10,14,,,20
4717,,6,19,,,19
4718,,12,18,,,16
4719,,18,13,,,17
4720,,14,16,,,20
4721,,16,19,,,21
4722,,19,19,,,21
4723,,17,17,,,20
4724,,18,16,,,21
4725,,17,13,,,16
4726,,15,14,,,16
4727,,16,16,,,18
4728,,18,14,,,18
4729,,17,14,,,19
4730,,20,11,,,17
4731,,18,3,,,18
4732,,14,13,,,19
4733,,16,16,,,20
4734,,16,16,,,21
4735,,18,18,,,22
4736,,18,17,,,16
4737,,17,17,,,18
4738,,18,19,,,20
4739,,19,15,,,19
4740,,18,16,,,18
4741,,18,18,,,19
4742,,16,14,,,20
4743,,16,15,,,19
4744,,18,15,,,20
4745,,16,15,,,17
4746,,19,14,,,19
4747,,18,14,,,16
4748,,17,17,,,21
4749,,19,12,,,20
4750,,18,6,,,18
4751,,18,9,,,17
4752,,13,8,,,22
4753,,6,9,,,21
4754,,11,6,,,19
4755,,13,10,,,19
4756,,13,3,,,18
4757,,18,9,,,20
4758,,19,3,,,21
4759,,15,9,,,21
4760,,18,8,,,20
4761,,18,10,,,15
4762,,17,18,,,15
4763,,19,22,,,19
4764,,17,12,,,18
4765,,17,18,,,18
4766,,18,19,,,17
4767,,18,21,,,18
4768,,17,19,,,18
4769,,17,16,,,16
4770,,17,17,,,20
4771,,16,19,,,21
4772,,15,20,,,20
4773,,17,14,,,22
4774,,17,14,,,16
4775,,17,6,,,18
4776,,17,10,,,22
4777,,15,9,,,17
4778,,16,6,,,17
4779,,18,11,,,16
4780,,18,17,,,21
4781,,20,13,,,22
4782,,14,16,,,18
4783,,15,17,,,18
4784,,19,13,,,20
4785,,18,16,,,20
4786,,15,18,,,20
4787,,17,21,,,16
4788,,13,11,,,16
4789,,15,3,,,22
4790,,14,10,,,20
4791,,16,15,,,22
4792,,20,20,,,19
4793,,18,18,,,17
4794,,17,17,,,17
4795,,18,19,,,17
4796,,17,17,,,20
4797,,12,14,,,14
4798,,16,19,,,18
4799,,20,17,,,19
4800,,10,18,,,18
4801,,6,17,,,21
4802,,12,20,,,21
4803,,4,15,,,16
4804,,20,16,,,19
4805,,17,18,,,15
4806,,9,16,,,16
4807,,5,19,,,13
4808,,13,16,,,19
4809,,9,17,,,20
4810,,7,20,,,18
4811,,12,17,,,21
4812,,18,17,,,20
4813,,18,14,,,20
4814,,14,20,,,20
4815,,16,15,,,20
4816,,17,21,,,20
4817,,21,17,,,15
4818,,16,16,,,19
4819,,11,16,,,16
4820,,3,19,,,19
4821,,14,14,,,17
4822,,19,9,,,19
4823,,15,8,,,19
4824,,16,8,,,21
4825,,16,7,,,21
4826,,14,10,,,19
4827,,18,17,,,20
4828,,18,11,,,20
4829,,19,16,,,22
4830,,15,9,,,17
4831,,19,8,,,19
4832,,17,6,,,18
4833,,19,12,,,17
4834,,16,20,,,16
4835,,17,18,,,17
4836,,15,16,,,17
4837,,19,13,,,22
4838,,14,13,,,18
4839,,15,15,,,19
4840,,18,17,,,16
4841,,15,18,,,17
4842,,19,19,,,18
4843,,16,16,,,21
4844,,17,18,,,20
4845,,18,18,,,18
4846,,17,18,,,20
4847,,17,16,,,21
4848,,17,19,,,21
4849,,14,16,,,16
4850,,16,16,,,18
4851,,15,16,,,21
4852,,17,17,,,20
4853,,17,15,,,19
4854,,18,19,,,21
4855,,21,15,,,19
4856,,17,15,,,18
4857,,17,14,,,20
4858,,18,15,,,18
4859,,16,17,,,19
4860,,17,17,,,20
4861,,15,17,,,9
4862,,19,19,,,10
4863,,18,19,,,20
4864,,17,17,,,15
4865,,18,17,,,20
4866,,17,16,,,20
4867,,17,15,,,20
4868,,17,16,,,20
4869,,19,20,,,17
4870,,17,20,,,18
4871,,17,16,,,20
4872,,17,17,,,18
4873,,17,18,,,18
4874,,13,16,,,17
4875,,0,20,,,14
4876,,14,19,,,21
4877,,16,17,,,18
4878,,17,17,,,22
4879,,18,17,,,21
4880,,18,16,,,20
4881,,17,17,,,21
4882,,16,20,,,16
4883,,18,18,,,18
4884,,17,16,,,18
4885,,17,15,,,19
4886,,18,19,,,14
4887,,18,17,,,16
4888,,16,20,,,17
4889,,14,19,,,22
4890,,19,18,,,22
4891,,18,17,,,18
4892,,18,17,,,17
4893,,17,16,,,21
4894,,19,19,,,21
4895,,18,19,,,20
4896,,16,17,,,20
4897,,19,16,,,20
4898,,15,15,,,20
4899,,18,18,,,20
4900,,15,16,,,19
4901,,13,15,,,21
4902,,14,17,,,21
4903,,20,18,,,17
4904,,19,17,,,18
4905,,19,21,,,16
4906,,18,19,,,17
4907,,10,13,,,21
4908,,5,14,,,19
4909,,6,14,,,18
4910,,12,16,,,15
4911,,18,18,,,20
4912,,19,19,,,16
4913,,17,17,,,19
4914,,16,18,,,21
4915,,15,17,,,20
4916,,17,16,,,20
4917,,16,17,,,21
4918,,17,19,,,16
4919,,19,17,,,16
4920,,18,17,,,16
4921,,18,16,,,18
4922,,19,17,,,17
4923,,18,17,,,20
4924,,17,15,,,19
4925,,19,12,,,19
4926,,16,18,,,20
4927,,19,12,,,18
4928,,17,2,,,20
4929,,13,9,,,18
4930,,15,19,,,21
4931,,17,17,,,21
4932,,10,16,,,22
4933,,1,13,,,19
4934,,14,17,,,19
4935,,19,16,,,22
4936,,14,21,,,20
4937,,16,19,,,18
4938,,17,19,,,17
4939,,15,16,,,20
4940,,10,11,,,19
4941,,4,18,,,20
4942,,14,14,,,22
4943,,17,14,,,16
4944,,19,15,,,20
4945,,16,16,,,20
4946,,16,12,,,17
4947,,16,19,,,14
4948,,12,20,,,18
4949,,18,15,,,21
4950,,16,18,,,20
4951,,16,17,,,20
4952,,18,16,,,21
4953,,17,16,,,19
4954,,17,13,,,19
4955,,12,17,,,19
4956,,14,17,,,19
4957,,15,18,,,17
4958,,11,18,,,15
4959,,5,16,,,18
4960,,13,14,,,16
4961,,14,20,,,20
4962,,15,19,,,17
4963,,11,16,,,19
4964,,9,17,,,18
4965,,5,18,,,20
4966,,14,18,,,20
4967,,18,14,,,19
4968,,17,19,,,19
4969,,17,16,,,20
4970,,15,11,,,19
4971,,19,7,,,20
4972,,18,9,,,17
4973,,17,7,,,21
4974,,16,10,,,16
4975,,16,7,,,17
4976,,16,8,,,16
4977,,17,9,,,19
4978,,20,7,,,20
4979,,15,9,,,19
4980,,18,6,,,17
4981,,18,12,,,20
4982,,17,6,,,22
4983,,19,11,,,20
4984,,20,16,,,22
4985,,18,12,,,23
4986,,19,18,,,20
4987,,14,14,,,20
4988,,14,15,,,22
4989,,14,16,,,20
4990,,19,17,,,20
4991,,18,19,,,22
4992,,13,18,,,22
4993,,16,16,,,19
4994,,19,19,,,21
4995,,19,19,,,18
4996,,17,17,,,21
4997,,16,19,,,20
4998,,13,18,,,13
4999,,2,19,,,22
5000,,11,17,,,18
5001,,16,18,,,17
5002,,12,18,,,19
5003,,1,16,,,20
5004,,14,17,,,19
5005,,15,19,,,17
5006,,13,17,,,17
5007,,16,18,,,18
5008,,16,19,,,22
5009,,18,17,,,21
5010,,17,18,,,20
5011,,17,19,,,20
5012,,19,18,,,23
5013,,15,19,,,20
5014,,16,19,,,18
5015,,18,19,,,23
5016,,14,15,,,18
5017,,15,18,,,19
5018,,15,16,,,20
5019,,15,17,,,21
5020,,8,14,,,19
5021,,5,17,,,18
5022,,14,15,,,20
5023,,17,16,,,17
5024,,19,17,,,21
5025,,18,17,,,13
5026,,16,17,,,18
5027,,14,16,,,19
5028,,13,19,,,18
5029,,18,21,,,18
5030,,10,21,,,18
5031,,9,14,,,22
5032,,17,18,,,22
5033,,13,16,,,19
5034,,0,11,,,19
5035,,11,7,,,22
5036,,18,11,,,20
5037,,19,16,,,22
5038,,10,15,,,19
5039,,10,18,,,20
5040,,8,17,,,17
5041,,10,17,,,20
5042,,7,17,,,17
5043,,8,18,,,19
5044,,10,17,,,20
5045,,6,19,,,18
5046,,9,16,,,16
5047,,9,14,,,15
5048,,7,17,,,17
5049,,12,17,,,20
5050,,7,18,,,20
5051,,6,18,,,20
5052,,14,17,,,18
5053,,17,18,,,17
5054,,16,15,,,18
5055,,18,18,,,21
5056,,15,15,,,21
5057,,17,17,,,20
5058,,14,15,,,18
5059,,10,18,,,21
5060,,5,18,,,17
5061,,7,16,,,16
5062,,7,19,,,18
5063,,8,17,,,18
5064,,6,17,,,22
5065,,11,18,,,20
5066,,10,19,,,20
5067,,10,17,,,17
5068,,8,18,,,21
5069,,6,18,,,21
5070,,10,10,,,22
5071,,4,5,,,17
5072,,10,11,,,16
5073,,20,17,,,16
5074,,18,17,,,17
5075,,17,19,,,18
5076,,19,15,,,18
5077,,17,15,,,17
5078,,14,16,,,19
5079,,19,15,,,18
5080,,17,16,,,19
5081,,18,15,,,17
5082,,17,17,,,21
5083,,20,21,,,19
5084,,15,18,,,18
5085,,16,17,,,20
5086,,18,15,,,17
5087,,16,14,,,21
5088,,19,18,,,16
5089,,16,18,,,19
5090,,17,17,,,20
5091,,20,19,,,14
5092,,17,16,,,18
5093,,17,18,,,21
5094,,7,17,,,18
5095,,6,15,,,20
5096,,10,22,,,20
5097,,9,15,,,19
5098,,8,16,,,18
5099,,6,18,,,18
5100,,10,19,,,19
5101,,10,20,,,22
5102,,8,18,,,19
5103,,8,17,,,16
5104,,8,18,,,20
5105,,19,19,,,19
5106,,16,15,,,22
5107,,16,19,,,20
5108,,15,15,,,20
5109,,17,15,,,20
5110,,18,18,,,15
5111,,17,15,,,21
5112,,20,19,,,18
5113,,17,13,,,17
5114,,15,14,,,19
5115,,12,17,,,19
5116,,4,19,,,
5117,,15,17,,,
5118,,18,17,,,
5119,,16,18,,,
5120,,8,15,,,
5121,,4,18,,,
5122,,13,14,,,
5123,,15,18,,,
5124,,17,17,,,
5125,,18,17,,,
5126,,13,17,,,
5127,,5,16,,,
5128,,8,19,,,
5129,,7,16,,,
5130,,11,15,,,
5131,,6,16,,,
5132,,10,17,,,
5133,,7,16,,,
5134,,9,13,,,
5135,,8,17,,,
5136,,11,19,,,
5137,,13,15,,,
5138,,10,16,,,
5139,,16,19,,,
5140,,16,18,,,
5141,,16,19,,,
5142,,17,17,,,
5143,,15,11,,,
5144,,19,5,,,
5145,,15,9,,,
5146,,13,7,,,
5147,,1,10,,,
5148,,14,7,,,
5149,,15,11,,,
5150,,17,21,,,
5151,,17,17,,,
5152,,17,18,,,
5153,,19,18,,,
5154,,19,18,,,
5155,,17,18,,,
5156,,17,20,,,
5157,,16,14,,,
5158,,15,22,,,
5159,,16,17,,,
5160,,10,14,,,
5161,,9,18,,,
5162,,7,17,,,
5163,,12,16,,,
5164,,16,17,,,
5165,,17,17,,,
5166,,11,17,,,
5167,,6,15,,,
5168,,10,17,,,
5169,,5,18,,,
5170,,12,16,,,
5171,,17,16,,,
5172,,16,16,,,
5173,,18,16,,,
5174,,12,14,,,
5175,,14,17,,,
5176,,16,17,,,
5177,,17,16,,,
5178,,20,15,,,
5179,,18,14,,,
5180,,16,14,,,
5181,,15,18,,,
5182,,19,17,,,
5183,,17,18,,,
5184,,20,15,,,
5185,,19,17,,,
5186,,18,18,,,
5187,,17,18,,,
5188,,17,13,,,
5189,,16,20,,,
5190,,19,15,,,
5191,,19,18,,,
5192,,17,17,,,
5193,,16,19,,,
5194,,15,14,,,
5195,,18,18,,,
5196,,16,17,,,
5197,,15,13,,,
5198,,17,13,,,
5199,,18,12,,,
5200,,17,20,,,
5201,,21,17,,,
5202,,17,11,,,
5203,,15,6,,,
5204,,9,11,,,
5205,,4,17,,,
5206,,10,20,,,
5207,,20,19,,,
5208,,18,19,,,
5209,,19,17,,,
5210,,17,15,,,
5211,,18,18,,,
5212,,17,16,,,
5213,,16,18,,,
5214,,17,17,,,
5215,,19,18,,,
5216,,17,16,,,
5217,,17,18,,,
5218,,16,18,,,
5219,,17,16,,,
5220,,17,15,,,
5221,,12,17,,,
5222,,2,16,,,
5223,,12,14,,,
5224,,18,13,,,
5225,,16,23,,,
5226,,18,16,,,
5227,,16,17,,,
5228,,20,13,,,
5229,,14,15,,,
5230,,4,18,,,
5231,,10,13,,,
5232,,9,18,,,
5233,,5,19,,,
5234,,10,20,,,
5235,,13,16,,,
5236,,5,18,,,
5237,,11,20,,,
5238,,19,18,,,
5239,,18,19,,,
5240,,17,19,,,
5241,,18,20,,,
5242,,14,14,,,
5243,,14,19,,,
5244,,15,17,,,
5245,,12,16,,,
5246,,16,17,,,
5247,,19,15,,,
5248,,20,17,,,
5249,,15,18,,,
5250,,18,18,,,
5251,,17,14,,,
5252,,16,16,,,
5253,,16,20,,,
5254,,13,18,,,
5255,,17,17,,,
5256,,17,18,,,
5257,,18,19,,,
5258,,18,15,,,
5259,,16,17,,,
5260,,14,19,,,
5261,,20,18,,,
5262,,19,18,,,
5263,,16,18,,,
5264,,10,17,,,
5265,,6,19,,,
5266,,10,15,,,
5267,,16,17,,,
5268,,9,16,,,
5269,,6,15,,,
5270,,7,17,,,
5271,,10,17,,,
5272,,18,15,,,
5273,,18,17,,,
5274,,17,14,,,
5275,,18,16,,,
5276,,16,16,,,
5277,,17,19,,,
5278,,16,17,,,
5279,,19,13,,,
5280,,19,18,,,
5281,,21,18,,,
5282,,18,16,,,
5283,,14,16,,,
5284,,15,18,,,
5285,,16,18,,,
5286,,17,17,,,
5287,,19,17,,,
5288,,18,18,,,
5289,,16,20,,,
5290,,19,20,,,
5291,,19,16,,,
5292,,17,18,,,
