,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
1044,0,0,0,0,1,0,0,0,1,0,0,0
1045,0,0,0,0,1,0,1,1,1,0,0,0
1046,0,0,0,0,0,0,0,0,0,0,0,0
1047,0,1,0,1,0,0,0,0,0,0,0,0
1048,1,1,1,0,0,0,0,0,0,1,0,0
1049,0,0,0,1,1,0,0,0,0,0,0,0
1050,1,1,1,0,0,0,0,0,0,0,0,0
1051,1,1,0,1,0,0,0,0,0,0,0,0
1052,0,1,0,0,1,0,0,0,0,0,0,0
1053,1,1,1,1,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,0,1,1,1,1,0,1
1055,1,1,0,0,0,0,0,0,0,0,0,0
1056,1,1,1,1,1,0,0,0,0,0,0,0
1057,1,1,0,0,0,0,0,0,0,0,0,0
1058,1,1,1,0,0,0,0,0,0,0,0,0
1059,1,1,1,1,0,0,0,0,0,0,0,0
1060,0,0,0,1,0,0,1,1,1,0,0,0
1061,1,1,1,1,0,0,0,0,0,0,0,0
1062,1,1,1,0,1,0,1,0,0,0,0,0
1063,0,0,1,0,0,0,1,1,0,1,0,0
1064,1,1,1,1,0,0,0,0,0,0,0,0
1065,1,1,0,0,1,0,0,0,1,0,0,0
1066,1,1,1,0,1,0,0,0,0,1,0,0
1067,1,1,1,0,0,0,0,0,0,1,0,0
1068,0,0,0,0,0,0,0,0,0,0,0,0
1069,1,1,0,0,0,0,0,0,0,0,0,0
1070,0,0,0,0,0,0,1,1,0,0,0,0
1071,1,1,1,0,0,0,0,0,0,0,0,0
1072,1,1,0,0,1,0,0,0,0,0,0,0
1073,1,1,1,0,1,0,0,0,0,0,0,0
1074,0,0,0,0,0,0,0,0,0,0,0,0
1075,0,0,1,0,0,0,0,0,0,0,0,0
1076,0,0,0,0,0,1,1,1,1,1,0,0
1077,1,1,1,1,0,1,0,0,0,0,0,0
1078,1,1,1,1,0,0,0,0,0,0,0,0
1079,0,0,1,1,0,0,1,1,0,0,0,0
1080,1,1,1,0,0,0,0,0,0,0,0,0
1081,1,1,1,1,0,0,0,0,0,0,0,0
1082,1,1,0,0,0,0,0,0,1,0,0,0
1083,1,1,0,0,0,0,0,0,0,0,0,0
1084,1,1,1,1,0,0,0,0,0,0,0,0
1085,1,1,1,1,0,1,0,0,0,0,0,0
1086,1,1,1,0,0,1,0,0,0,0,0,0
1087,1,1,0,1,0,0,0,0,1,0,0,0
1088,0,0,0,1,0,0,1,1,0,0,0,0
1089,1,1,0,1,1,0,0,0,0,0,0,0
1090,1,2,1,0,0,0,0,0,0,0,0,0
1091,1,1,1,1,0,1,0,0,0,0,0,0
1092,1,1,1,0,0,0,0,0,0,0,1,0
1093,0,0,0,0,1,0,0,0,0,0,0,0
1094,1,1,1,0,1,0,0,0,0,0,0,0
1095,0,0,0,1,0,0,0,0,0,0,1,0
1096,1,1,0,1,0,0,0,0,0,0,0,0
1097,1,1,1,0,0,0,0,0,0,0,0,0
1098,1,0,1,0,0,1,0,0,0,1,0,0
1099,0,0,1,0,1,0,1,1,0,0,0,0
1100,1,1,1,1,1,0,0,0,0,0,0,0
1101,0,0,1,0,1,0,1,1,0,0,0,0
1102,1,1,0,0,0,0,0,0,0,0,0,0
1103,1,1,1,0,1,1,1,1,0,0,0,0
1104,0,0,0,0,0,0,1,1,0,0,0,0
1105,0,0,1,1,0,0,0,0,0,0,0,0
1106,1,1,1,0,0,0,0,0,0,0,1,0
1107,1,1,0,1,0,1,0,0,0,0,1,0
1108,1,1,0,0,0,0,0,0,0,0,0,0
1109,1,0,0,0,1,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,1,1,1,0,1,0
1111,1,1,0,0,0,1,0,0,0,0,0,0
1112,0,0,0,0,0,0,1,1,0,0,0,0
1113,1,1,1,1,0,1,0,0,0,0,0,0
1114,0,0,1,0,0,1,1,1,0,0,0,0
1115,1,1,0,1,0,0,0,0,0,0,0,0
1116,0,0,1,0,0,0,0,0,0,0,0,0
1117,1,1,1,1,0,1,0,0,0,0,0,0
1118,1,1,1,0,0,0,0,0,0,1,0,0
1119,1,1,1,1,0,0,0,0,0,0,0,0
1120,1,1,1,0,1,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0,1,0,0,1
1122,1,1,0,0,0,0,0,0,1,1,0,0
1123,0,0,1,0,1,0,0,0,0,0,0,0
1124,0,0,0,0,1,0,0,0,0,0,0,0
1125,1,1,1,1,0,0,0,0,0,0,0,0
1126,1,1,1,1,0,1,0,0,0,0,0,0
1127,1,1,1,0,0,0,0,0,0,0,0,0
1128,1,1,1,0,0,0,0,0,0,0,0,0
1129,1,1,1,1,0,1,0,0,0,0,0,0
1130,1,1,0,0,0,0,0,0,0,0,0,0
1131,0,1,1,0,0,0,1,0,0,0,0,0
1132,0,0,1,0,0,0,0,0,0,1,0,0
1133,1,1,1,1,0,0,0,0,0,0,1,0
1134,0,0,1,1,1,0,1,1,0,0,0,0
1135,1,1,1,0,1,0,0,0,0,0,0,0
1136,0,0,1,1,1,0,0,0,0,0,0,0
1137,0,0,0,1,0,0,1,1,1,0,0,0
1138,1,0,1,0,0,0,0,0,0,0,0,0
1139,0,0,0,1,1,0,0,0,0,0,0,0
1140,0,0,0,0,0,1,0,0,0,0,0,0
1141,0,0,0,0,0,1,0,0,0,0,0,0
1142,0,0,1,0,0,0,1,1,0,1,0,0
1143,0,0,0,0,1,0,0,0,0,0,0,0
1144,0,0,0,0,0,1,0,0,0,1,0,0
1145,0,1,0,0,0,0,0,0,0,0,0,0
1146,0,0,1,1,0,0,1,1,0,0,0,0
1147,1,1,0,0,0,1,0,0,0,0,0,0
1148,1,1,0,1,0,0,0,0,0,0,0,0
1149,1,1,0,1,0,0,0,0,1,0,0,0
1150,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,0,0,0,0,0,0,0,1,0,0,0
1152,1,1,1,1,0,0,0,0,0,0,0,1
1153,0,0,0,1,0,1,1,1,1,0,0,0
1154,1,0,1,1,0,1,1,1,0,0,0,0
1155,1,1,1,0,1,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0,1,0,0,0
1157,1,1,1,1,0,0,0,0,0,0,0,0
1158,1,1,1,1,0,0,0,0,0,0,0,0
1159,1,1,1,1,1,0,0,0,0,0,0,0
1160,0,0,0,0,1,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0,0,1,0,0
1162,0,0,1,0,0,0,0,0,0,0,0,0
1163,1,1,1,0,0,0,0,0,0,0,0,0
1164,1,0,0,0,0,0,0,1,0,0,0,0
1165,0,0,1,1,0,0,1,1,0,0,1,0
1166,1,1,1,1,0,0,0,0,0,0,0,0
1167,0,0,1,0,0,0,1,1,0,0,0,0
1168,0,0,0,0,0,0,0,0,0,0,0,1
1169,1,1,0,0,0,0,0,0,0,0,0,0
1170,1,0,1,0,0,1,0,0,0,0,0,0
1171,0,0,0,0,0,0,1,1,0,0,0,0
1172,0,0,1,1,0,0,0,0,0,0,0,0
1173,0,0,0,1,0,0,0,0,0,0,0,0
1174,1,1,1,0,0,1,0,0,0,1,0,0
1175,0,0,0,0,0,0,1,1,0,0,0,0
1176,0,0,0,0,0,0,1,1,1,0,0,1
1177,1,1,1,0,0,0,0,0,0,0,0,0
1178,0,0,1,0,1,1,0,0,0,0,0,0
1179,0,1,0,0,0,0,0,0,0,1,0,0
1180,0,0,1,0,0,1,1,1,0,0,0,0
1181,0,0,1,0,1,0,0,0,0,0,0,0
1182,0,0,0,0,0,0,1,1,1,0,0,0
1183,0,0,0,0,0,0,0,0,0,1,0,0
1184,1,1,0,0,1,0,0,0,1,0,0,0
1185,1,1,0,1,0,0,0,0,1,0,0,0
1186,1,0,1,0,0,0,0,1,0,0,0,0
1187,1,1,0,0,0,0,1,0,1,0,0,0
1188,1,1,0,0,1,1,0,0,0,0,0,0
1189,1,1,1,1,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,1,1,1,0,0,0
1191,1,1,1,1,0,1,0,0,0,0,1,0
1192,1,1,1,1,0,0,0,0,0,0,0,0
1193,1,1,0,0,1,0,0,0,1,0,0,0
1194,0,0,0,0,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0,0,0,0,0
1196,0,1,1,1,1,1,1,0,0,0,0,0
1197,1,1,1,0,0,0,0,0,0,0,0,0
1198,0,0,1,0,1,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,1,1,1,0,0,1
1200,0,0,0,0,0,0,0,0,0,0,0,0
1201,1,1,0,1,0,0,0,0,1,0,0,0
1202,1,1,1,0,0,1,0,0,0,0,0,0
1203,1,1,1,0,1,0,0,0,0,0,0,0
1204,1,1,1,0,0,0,0,0,0,0,0,1
1205,0,0,0,0,1,0,0,1,0,0,0,0
1206,0,0,0,1,1,0,0,0,0,0,0,0
1207,1,1,1,0,0,0,0,0,0,0,0,0
1208,1,1,1,0,0,0,0,0,0,0,0,0
1209,1,1,1,0,0,0,0,0,0,0,0,0
1210,1,1,1,0,0,0,0,0,0,0,0,0
1211,1,1,0,1,0,0,0,0,0,0,0,1
1212,0,0,1,0,0,0,1,1,0,0,0,0
1213,0,0,0,0,0,0,1,1,1,0,0,0
1214,0,0,1,0,1,0,1,1,0,0,0,0
1215,0,0,1,0,0,0,0,0,0,0,0,0
1216,1,1,1,1,0,0,0,0,0,0,0,0
1217,1,1,0,0,0,0,0,0,1,0,0,1
1218,1,0,1,0,0,0,0,0,0,0,0,0
1219,0,0,1,0,0,0,1,1,0,0,0,0
1220,1,1,0,0,0,0,1,0,0,0,0,0
1221,1,1,0,0,0,1,0,0,0,0,0,0
1222,1,1,1,0,0,1,0,0,0,0,0,0
1223,1,1,1,0,0,1,0,0,0,0,0,0
1224,0,0,0,0,0,0,0,0,1,1,0,0
1225,1,1,1,0,0,0,0,0,0,0,0,0
1226,1,1,1,0,0,1,0,0,0,0,0,0
1227,1,0,0,0,0,0,0,0,0,1,0,0
1228,0,0,0,0,1,0,1,1,0,0,0,0
1229,1,1,0,0,1,0,0,0,0,0,0,0
1230,1,1,0,0,0,0,0,0,0,0,0,0
1231,0,0,1,0,1,0,0,0,0,0,0,0
1232,0,0,0,1,0,0,0,0,0,0,1,0
1233,1,0,0,0,1,1,0,0,0,0,0,0
1234,0,0,1,0,0,0,0,0,0,0,0,0
1235,1,1,0,1,1,0,0,0,0,0,0,0
1236,1,1,1,0,1,0,0,0,0,0,0,0
1237,2,1,1,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,1,0,1,1,0,0,0,0
1239,0,0,1,0,1,0,1,1,0,0,0,0
1240,0,0,1,0,0,0,0,0,0,1,0,0
1241,0,0,0,0,0,0,0,0,1,0,0,0
1242,1,1,1,0,0,0,0,0,0,0,0,0
1243,1,1,0,0,1,1,0,0,0,0,0,0
1244,0,0,1,0,0,0,1,1,0,1,0,0
1245,1,1,1,1,0,0,0,0,0,0,0,0
1246,1,1,1,1,0,0,0,0,0,0,0,0
1247,0,1,0,0,0,0,0,0,0,0,0,0
1248,1,1,0,1,0,0,0,0,0,0,0,0
1249,1,1,0,1,0,0,0,0,1,0,0,1
1250,1,0,1,0,0,0,0,1,0,0,0,0
1251,1,1,1,1,1,0,0,0,0,0,0,0
1252,1,1,1,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0,0,0,1,0,0
1254,0,0,1,0,0,0,1,1,0,1,0,0
1255,1,0,1,0,0,1,0,0,0,0,0,0
1256,1,1,0,1,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0,0,0,0,0,0
1258,1,1,1,0,0,0,0,0,0,0,0,0
1259,0,0,0,0,0,0,0,0,0,0,0,0
1260,1,1,0,1,0,0,0,0,0,0,0,0
1261,1,0,1,0,1,1,0,1,0,0,0,0
1262,0,0,0,0,0,0,0,0,0,0,0,0
1263,0,0,0,0,0,0,0,0,1,0,0,0
1264,1,1,1,0,0,0,0,0,0,0,0,0
1265,1,1,0,0,1,0,0,0,0,0,0,0
1266,1,1,1,1,0,0,0,0,0,0,0,1
1267,0,0,0,1,0,0,0,0,1,0,0,0
1268,0,0,0,0,0,0,0,0,0,1,0,0
1269,1,1,0,0,0,0,0,0,0,0,0,0
1270,0,0,1,0,1,1,0,0,0,0,0,0
1271,1,1,0,0,0,0,0,0,0,0,0,0
1272,1,1,0,1,0,0,0,0,1,0,0,0
1273,1,1,0,0,0,0,0,0,0,0,0,0
1274,1,2,1,1,1,0,0,0,0,0,0,0
1275,1,1,1,0,1,0,0,0,0,0,0,0
1276,0,1,1,0,1,0,0,0,0,0,0,0
1277,1,1,1,0,0,0,0,0,0,0,0,0
1278,1,1,0,1,1,0,0,0,0,0,0,0
1279,1,1,1,0,0,0,0,0,0,1,0,0
1280,1,1,0,0,0,0,0,0,0,1,0,0
1281,0,0,0,1,1,0,1,1,1,0,0,0
1282,1,0,1,0,0,0,0,0,0,0,0,0
1283,0,0,0,0,1,0,1,1,1,0,0,1
1284,1,1,0,1,1,0,0,0,1,0,0,1
1285,1,1,1,0,0,0,0,0,0,0,0,0
1286,1,1,1,0,0,0,0,0,0,0,0,0
1287,1,0,1,1,0,1,0,0,0,0,0,0
1288,1,1,1,0,1,0,0,0,0,0,0,0
1289,1,1,0,0,0,0,0,0,1,0,0,0
1290,1,0,1,1,0,1,0,1,0,0,0,0
1291,1,1,0,1,1,0,0,0,0,0,0,0
1292,0,0,0,0,0,0,1,1,1,0,1,0
1293,1,1,1,0,1,0,0,0,0,0,0,0
1294,1,1,1,0,1,0,0,0,0,0,0,0
1295,1,1,1,0,0,0,0,0,0,0,0,0
1296,1,2,0,1,0,0,0,0,0,0,0,0
1297,1,1,1,1,0,1,0,0,0,0,1,0
1298,0,0,1,0,0,1,0,0,0,0,0,0
1299,1,1,0,0,0,0,0,0,0,0,0,0
1300,0,0,0,0,1,0,0,0,0,0,0,0
1301,0,0,0,1,1,0,1,1,0,0,0,0
1302,0,0,1,0,0,0,0,0,0,0,0,1
1303,0,0,0,0,0,0,1,1,0,0,1,0
1304,1,1,0,1,0,0,0,0,0,0,0,0
1305,0,0,0,1,0,0,1,1,1,0,0,0
1306,1,1,1,0,1,1,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0,0,0,0,0
1308,1,1,1,1,0,0,0,0,0,0,1,0
1309,0,0,1,1,1,0,0,0,0,0,0,0
1310,1,1,1,0,0,0,0,0,0,0,0,0
1311,0,0,0,0,0,0,0,0,0,0,1,0
1312,1,1,1,0,0,1,0,0,0,0,0,0
1313,1,1,0,1,1,0,0,0,0,0,0,0
1314,0,1,0,1,0,0,0,0,0,0,0,0
1315,0,0,1,0,1,0,1,1,0,0,0,0
1316,1,1,1,0,1,0,0,0,0,1,0,0
1317,0,0,0,0,0,0,0,0,0,1,0,0
1318,1,1,1,0,1,0,0,0,0,0,0,0
1319,1,1,1,1,0,0,0,0,0,0,0,0
1320,0,0,1,0,0,0,1,1,0,0,0,0
1321,1,1,1,0,0,0,0,0,0,0,0,0
1322,1,1,1,1,0,0,0,0,0,0,1,0
1323,1,1,1,1,0,0,0,0,0,0,0,0
1324,1,0,1,0,1,0,0,0,0,0,0,0
1325,0,0,1,0,0,1,1,1,0,0,0,0
1326,1,0,1,0,0,1,1,1,0,0,0,0
1327,0,0,0,0,1,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,1,1,1,0,0,0
1329,1,1,1,1,1,1,0,0,0,0,0,0
1330,1,1,0,0,0,0,1,0,0,0,0,0
1331,1,1,0,0,0,0,0,0,0,0,0,0
1332,1,1,1,0,1,0,0,0,0,0,0,0
1333,0,0,1,1,1,0,1,1,0,0,0,0
1334,0,0,1,0,0,0,1,1,0,1,0,0
1335,0,1,0,1,0,0,0,0,0,0,0,0
1336,1,1,1,0,1,1,0,0,0,1,0,0
1337,1,1,0,0,0,0,0,0,0,0,0,0
1338,1,1,1,0,0,0,0,0,0,0,0,1
1339,1,0,1,1,0,0,1,1,0,0,1,0
1340,1,1,0,0,0,0,0,0,0,0,0,0
1341,0,0,0,0,0,0,0,0,0,0,1,0
1342,0,0,0,0,0,0,0,0,0,1,0,0
1343,0,0,1,0,0,0,0,0,0,0,0,0
1344,0,0,1,1,0,0,1,1,0,0,0,0
1345,1,1,1,0,0,0,0,0,0,0,0,0
1346,0,0,0,1,1,0,0,0,0,0,0,0
1347,0,0,1,1,0,0,0,0,0,0,0,0
1348,0,0,0,0,0,1,1,1,1,0,0,0
1349,0,0,0,0,0,0,0,0,0,0,0,0
1350,0,0,1,0,0,0,1,1,0,0,0,0
1351,1,1,1,0,1,0,0,0,0,0,0,0
1352,0,0,0,1,1,0,0,0,1,0,0,0
1353,1,1,1,0,0,1,0,0,0,0,0,0
1354,1,1,0,0,0,0,1,0,1,0,1,0
1355,1,1,0,0,0,0,0,0,0,0,0,0
1356,1,1,1,1,1,0,0,0,0,0,0,0
1357,1,1,0,0,1,0,0,0,1,0,0,1
1358,1,1,1,1,0,0,0,0,0,0,0,0
1359,1,1,0,0,0,0,0,0,0,1,0,0
1360,1,1,1,0,0,0,0,0,0,0,1,0
1361,1,1,0,0,0,0,0,0,1,0,0,0
1362,0,0,1,1,0,1,0,0,0,0,0,0
1363,1,1,0,0,1,1,0,0,0,0,0,0
1364,1,1,1,1,0,0,0,0,0,0,0,0
1365,0,0,1,0,0,0,1,1,0,0,0,0
1366,0,0,0,0,0,0,0,0,0,1,0,0
1367,1,1,1,0,1,1,0,0,0,0,0,0
1368,1,1,1,1,0,0,0,0,0,0,0,0
1369,1,1,0,0,1,0,0,0,1,0,0,1
1370,0,0,0,0,0,1,0,0,0,0,0,0
1371,1,1,1,0,0,1,0,0,0,1,0,0
1372,1,1,1,0,0,1,0,0,0,0,0,0
1373,1,1,0,0,1,1,0,0,0,1,0,0
1374,1,1,1,0,0,0,0,0,0,0,0,0
1375,0,0,1,1,1,1,0,0,0,0,0,0
1376,0,0,0,0,1,0,1,1,1,0,0,0
1377,0,1,1,0,0,0,0,0,0,0,0,0
1378,0,0,0,0,0,0,0,0,0,1,0,0
1379,0,0,1,1,0,0,0,0,0,0,0,0
1380,1,1,1,0,0,0,0,0,0,0,0,0
1381,1,1,1,1,0,0,0,0,0,0,1,0
1382,0,0,0,0,0,1,1,1,1,0,0,0
1383,1,0,1,1,0,0,1,1,0,0,0,0
1384,0,0,0,1,0,0,0,0,0,0,0,0
1385,1,1,0,1,0,0,0,0,0,0,0,0
1386,1,1,1,0,1,1,0,0,0,0,0,0
1387,1,1,0,0,0,0,0,0,0,0,0,0
1388,0,0,0,0,1,0,1,1,0,0,0,0
1389,0,0,0,0,1,0,1,1,1,0,0,0
1390,0,1,0,0,0,1,1,1,1,0,0,0
1391,1,1,1,1,0,0,0,0,0,0,1,0
1392,1,1,0,1,0,1,0,0,0,0,0,0
1393,0,0,0,1,0,0,0,0,1,0,0,0
1394,0,0,1,1,0,1,0,0,0,0,1,0
1395,1,1,1,0,0,1,0,0,0,0,1,0
1396,0,0,0,0,1,0,0,0,0,0,0,0
1397,1,1,1,1,0,0,0,0,0,0,0,0
1398,0,0,0,0,1,0,0,0,1,0,0,0
1399,0,0,0,0,1,0,1,1,1,0,0,1
1400,1,1,1,0,1,0,0,0,0,0,0,0
1401,1,1,0,0,1,1,0,0,0,0,0,0
1402,1,1,0,0,0,0,0,0,1,0,0,1
1403,0,1,0,1,0,0,0,0,0,0,0,0
1404,1,1,1,1,0,0,0,0,0,0,0,0
1405,1,1,1,0,0,0,0,0,0,0,0,0
1406,2,1,0,0,0,0,0,0,1,0,0,0
1407,0,1,0,0,0,0,0,0,0,0,0,0
1408,1,1,1,0,0,1,0,0,0,0,0,0
1409,0,0,0,0,0,0,0,0,0,0,0,0
1410,1,1,1,0,0,0,0,0,0,0,1,0
1411,1,1,0,0,0,0,0,0,0,0,1,1
1412,1,0,1,0,1,0,1,1,0,0,0,0
1413,1,1,0,1,0,0,0,0,0,0,0,0
1414,2,1,0,1,0,0,0,0,0,0,1,0
1415,0,0,0,1,0,0,0,0,0,0,1,0
1416,1,1,0,0,0,0,0,0,0,0,0,0
1417,1,1,0,0,0,0,0,0,0,0,0,0
1418,0,0,0,0,0,0,1,1,0,0,0,0
1419,1,1,1,1,0,0,0,0,0,0,0,1
1420,1,1,0,0,0,0,0,0,1,0,1,0
1421,0,0,1,0,1,0,0,0,0,0,0,0
1422,0,0,1,1,0,1,1,1,0,0,0,0
1423,0,0,0,0,1,1,0,0,0,0,0,0
1424,1,1,1,0,0,0,0,0,0,0,0,0
1425,0,0,0,0,0,1,1,1,1,0,0,0
1426,1,1,1,1,0,0,0,0,0,0,0,0
1427,1,1,0,1,0,0,0,0,1,0,0,1
1428,1,0,1,0,1,0,0,0,0,0,0,0
1429,0,0,0,0,1,0,1,1,1,0,0,0
1430,0,0,0,0,0,0,1,1,1,1,0,0
1431,1,1,1,0,0,0,0,0,0,0,1,0
1432,0,0,1,0,0,0,0,0,0,0,0,1
1433,0,0,0,0,1,0,0,0,0,0,0,0
1434,1,0,0,0,0,0,0,0,0,0,0,0
1435,1,1,1,0,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,1,1,1,0,0,0
1437,1,1,1,1,1,0,0,0,0,0,0,0
1438,0,0,0,1,0,0,1,1,0,0,0,0
1439,1,1,1,0,0,1,0,0,0,0,0,0
1440,1,1,0,1,0,0,0,0,0,0,0,0
1441,1,1,1,0,1,0,1,0,0,0,0,0
1442,0,0,0,1,0,0,0,0,0,0,0,0
1443,1,1,1,0,0,0,0,0,0,0,0,0
1444,1,1,1,1,0,0,0,0,0,0,0,0
1445,1,1,0,0,1,0,0,0,0,0,0,0
1446,1,1,0,1,0,1,0,0,0,0,0,0
1447,0,0,0,0,0,0,0,0,0,0,0,0
1448,1,1,0,1,0,0,0,0,0,0,0,0
1449,1,1,0,0,0,0,0,0,0,0,0,0
1450,1,1,1,1,0,0,0,0,0,0,1,0
1451,0,0,0,0,0,0,1,1,1,0,0,0
1452,0,0,0,0,0,0,1,1,0,0,0,0
1453,0,1,0,1,0,0,0,0,0,0,0,0
1454,1,1,0,0,0,0,0,0,0,1,0,0
1455,0,0,0,1,0,0,1,1,1,0,0,0
1456,0,0,1,0,1,0,0,0,0,0,0,0
1457,1,1,1,0,0,0,0,0,0,0,0,0
1458,1,1,0,0,0,1,0,0,0,0,0,0
1459,1,1,0,0,1,0,0,0,1,0,0,0
1460,0,0,1,0,0,0,1,1,0,1,0,0
1461,0,0,0,0,0,0,0,0,0,0,0,0
1462,0,0,0,1,0,0,1,1,0,0,0,1
1463,0,0,0,0,0,0,1,1,0,0,0,0
1464,0,0,0,0,0,0,1,1,1,0,0,0
1465,1,1,1,0,0,0,0,0,0,0,0,0
1466,1,1,1,0,0,0,0,0,0,0,0,0
1467,0,0,0,0,0,0,1,1,1,1,0,0
1468,0,0,0,0,0,0,0,0,1,0,0,0
1469,0,0,1,0,0,0,0,1,0,0,0,0
1470,0,0,0,1,0,0,1,1,1,0,0,1
1471,0,0,1,0,0,0,0,0,0,0,0,0
1472,1,1,1,0,1,0,0,0,0,0,0,0
1473,0,0,0,0,0,0,0,0,0,0,0,0
1474,1,1,0,0,1,1,0,0,0,0,0,0
1475,0,0,0,0,0,1,1,1,0,0,0,0
1476,0,0,1,0,0,0,1,1,0,0,1,0
1477,0,0,0,1,0,0,0,0,0,0,0,0
1478,2,1,1,1,1,0,0,0,0,0,0,0
1479,1,1,1,0,1,1,0,0,0,0,0,0
1480,0,0,0,0,0,1,1,1,1,0,0,0
1481,1,1,1,1,0,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,0,0,0,0,0,0
1483,0,0,1,0,0,0,0,0,0,0,0,0
1484,0,0,0,1,0,1,1,1,1,0,0,0
1485,0,0,0,1,0,0,1,1,0,0,1,0
1486,0,0,0,0,1,1,0,0,0,0,0,0
1487,1,1,1,0,0,0,0,0,0,0,0,0
1488,1,1,1,0,0,0,0,0,0,1,0,0
1489,0,0,1,0,1,0,0,0,0,1,0,0
1490,1,0,1,1,0,0,0,0,0,0,0,0
1491,0,0,1,0,0,0,0,0,0,0,0,0
1492,1,1,1,1,0,0,0,0,0,0,0,0
1493,1,1,1,0,0,0,0,0,0,0,0,0
1494,0,0,0,0,0,0,0,0,0,0,0,0
1495,0,0,1,0,0,1,0,0,0,0,0,0
1496,0,0,0,1,1,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,1,1,1,0,0,0
1498,1,1,1,0,0,0,0,0,0,1,0,0
1499,0,0,0,0,1,0,1,1,0,0,0,0
1500,1,1,1,1,1,0,0,0,0,0,0,0
1501,0,0,0,1,1,0,0,0,0,0,0,0
1502,1,1,0,0,1,0,0,0,1,0,0,0
1503,1,1,0,1,0,0,0,0,1,0,0,0
1504,1,1,0,0,0,0,0,0,0,0,0,0
1505,1,1,0,0,0,0,0,0,1,0,1,0
1506,0,0,0,0,1,0,0,0,1,0,0,0
1507,1,1,0,0,0,0,1,0,1,1,0,0
1508,1,1,1,1,0,0,0,0,0,0,0,0
1509,1,1,1,0,0,0,0,0,0,1,0,1
1510,1,0,1,0,0,0,0,0,0,1,0,0
1511,0,0,0,0,0,0,1,1,1,0,0,0
1512,1,1,1,0,0,0,0,0,0,0,0,0
1513,0,1,1,1,0,0,0,0,0,0,0,0
1514,1,1,0,0,0,0,0,0,0,0,0,0
1515,1,1,1,0,1,1,0,0,0,0,0,0
1516,0,0,0,0,1,0,1,1,1,1,0,0
1517,1,1,1,0,1,0,0,0,0,0,0,0
1518,0,0,0,0,0,0,0,0,0,0,0,0
1519,1,1,1,0,0,0,0,0,0,1,0,0
1520,1,1,1,1,0,0,0,0,0,0,0,0
1521,1,1,1,0,0,1,0,0,0,0,0,0
1522,1,1,1,0,0,0,0,0,0,0,0,0
1523,1,1,1,0,0,0,0,0,0,0,0,0
1524,1,0,1,1,0,0,0,1,0,0,0,0
1525,0,1,0,0,0,0,0,0,0,0,0,0
1526,0,0,0,0,0,1,0,0,0,0,0,0
1527,0,0,0,0,1,0,1,1,1,0,0,0
1528,1,1,0,0,1,0,0,0,0,0,0,0
1529,0,1,1,1,1,0,0,0,0,0,0,0
1530,0,0,0,1,1,0,0,0,0,0,0,0
1531,0,0,0,1,0,0,0,0,0,0,0,0
1532,1,2,1,1,0,0,0,0,0,0,1,0
1533,1,1,1,0,1,0,0,0,0,0,0,0
1534,1,1,1,0,1,0,0,0,0,0,0,0
1535,0,0,1,0,1,0,0,0,0,1,0,1
1536,0,0,1,1,0,1,0,0,0,0,0,0
1537,1,1,0,0,0,0,0,0,1,0,0,1
1538,1,0,1,0,0,0,1,1,0,0,0,0
1539,1,1,1,0,0,1,0,0,0,1,0,0
1540,1,1,0,0,0,0,0,0,0,0,0,0
1541,1,1,1,0,0,0,0,0,0,0,0,0
1542,1,1,0,0,0,0,0,0,0,0,1,0
1543,1,1,0,0,0,0,0,0,0,0,0,0
1544,1,1,1,0,0,0,0,0,0,0,0,0
1545,1,1,1,0,0,0,0,0,0,0,0,0
1546,1,1,1,0,1,0,0,0,0,0,0,0
1547,1,1,1,0,1,0,0,0,0,0,0,0
1548,0,0,1,0,1,0,0,0,0,0,0,0
1549,1,1,0,0,1,0,0,0,0,0,0,0
1550,0,1,0,0,0,0,1,0,0,1,0,0
1551,1,1,1,0,0,1,0,0,0,0,0,0
1552,1,1,1,0,1,0,0,0,0,0,0,0
1553,1,0,1,1,1,0,0,0,0,0,0,0
1554,0,1,0,1,0,0,0,0,0,0,0,0
1555,1,1,1,0,0,0,0,0,0,0,0,0
