,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
3092,0,0,1,0,0,0,0,0,0,0,0,0
3093,0,0,0,1,0,0,0,0,0,0,0,0
3094,1,1,1,0,1,1,0,0,0,0,0,0
3095,1,1,1,0,0,1,0,0,0,0,0,0
3096,1,0,1,0,1,0,0,0,0,0,0,0
3097,0,0,1,1,1,0,0,0,0,0,0,0
3098,0,1,0,0,0,0,0,0,0,0,0,0
3099,1,1,0,1,0,0,0,0,0,0,0,0
3100,1,1,1,0,1,0,0,0,0,0,0,0
3101,1,0,1,0,0,0,0,1,0,1,1,0
3102,1,1,1,0,1,1,0,0,0,0,0,0
3103,1,1,1,1,0,1,0,0,0,0,0,0
3104,1,1,1,1,1,0,0,0,0,0,0,0
3105,0,0,1,1,0,0,1,1,0,0,0,0
3106,1,1,1,0,0,0,0,0,0,0,0,0
3107,1,1,0,0,0,0,0,0,0,0,0,0
3108,1,1,1,0,0,0,0,0,0,0,0,1
3109,1,1,1,0,1,0,0,0,0,0,0,0
3110,1,1,1,0,0,0,0,0,0,0,0,0
3111,0,0,1,1,1,0,0,0,0,0,0,0
3112,1,1,1,0,0,0,0,0,0,0,0,0
3113,1,1,1,1,0,0,0,0,0,0,0,0
3114,1,1,0,0,0,0,0,0,0,1,0,0
3115,0,0,0,0,1,0,0,0,0,0,0,1
3116,0,0,0,1,0,0,0,0,0,0,0,0
3117,1,1,0,0,1,0,0,0,1,0,0,0
3118,0,0,0,1,0,0,0,0,0,0,0,0
3119,1,1,1,0,0,0,0,0,0,0,0,0
3120,1,1,0,1,0,1,0,0,1,0,0,0
3121,1,1,1,0,1,0,0,0,0,0,0,0
3122,0,0,0,0,0,0,0,0,1,0,0,1
3123,1,1,1,0,0,1,0,0,0,0,0,0
3124,1,1,0,0,0,1,0,0,0,1,0,0
3125,1,0,1,0,1,0,0,1,0,0,0,0
3126,1,0,1,0,0,0,0,0,0,0,0,0
3127,1,1,0,0,0,0,0,0,1,0,1,0
3128,0,1,0,0,0,0,0,0,0,0,0,0
3129,1,1,0,0,1,0,0,0,1,0,0,0
3130,0,0,0,0,0,0,1,1,0,0,0,0
3131,0,1,0,0,1,0,0,0,0,0,0,0
3132,0,1,0,0,1,0,0,0,0,0,0,0
3133,0,0,0,1,0,0,1,1,1,0,0,0
3134,1,1,1,1,0,0,0,0,0,0,0,0
3135,0,0,0,0,0,0,0,0,1,0,0,0
3136,1,1,1,0,0,0,0,0,0,0,0,0
3137,0,1,1,1,1,0,0,0,0,0,0,0
3138,1,1,0,0,0,0,0,0,0,0,0,0
3139,0,0,0,1,0,0,1,1,1,0,0,0
3140,0,0,0,0,0,0,1,1,1,0,0,0
3141,1,1,1,0,0,0,0,0,0,0,0,0
3142,1,1,1,1,1,1,0,0,0,0,0,0
3143,0,0,1,1,0,0,1,1,0,0,0,0
3144,1,1,1,1,0,0,0,0,0,0,0,0
3145,0,0,0,0,1,0,1,1,1,0,0,0
3146,1,1,0,0,1,1,0,0,0,0,0,0
3147,0,0,0,0,1,0,0,0,0,0,0,0
3148,1,1,1,1,0,0,0,0,0,0,0,0
3149,0,0,0,1,0,0,1,1,0,0,0,0
3150,1,1,1,0,0,0,0,0,0,0,0,0
3151,1,1,0,0,1,1,0,0,1,0,0,0
3152,0,0,1,1,1,0,1,1,0,0,0,0
3153,0,0,0,0,0,1,0,0,0,0,0,0
3154,1,0,0,0,1,0,0,1,0,1,0,0
3155,0,0,0,0,0,0,1,1,1,0,1,0
3156,1,1,1,0,0,0,0,0,0,0,0,0
3157,1,1,1,0,0,0,0,0,0,0,0,0
3158,1,1,0,1,0,0,0,0,1,0,0,0
3159,1,1,0,0,0,1,0,0,0,0,0,0
3160,1,1,0,0,0,0,0,0,0,0,0,0
3161,0,0,1,1,0,0,1,1,0,0,0,0
3162,0,0,1,1,1,0,1,1,0,0,0,0
3163,1,1,1,0,0,0,0,0,0,1,0,0
3164,1,0,0,0,0,0,0,0,0,0,1,0
3165,1,1,1,0,0,0,0,0,0,0,0,0
3166,0,0,1,0,0,0,0,0,0,0,1,0
3167,1,1,1,0,0,1,0,0,0,1,0,0
3168,0,0,0,0,0,0,0,0,0,0,0,0
3169,1,1,1,1,0,0,0,0,0,0,1,0
3170,1,1,1,0,1,0,0,0,0,0,0,0
3171,1,1,1,0,1,0,0,0,0,0,0,0
3172,0,0,1,0,1,0,0,0,0,0,0,0
3173,1,1,1,0,1,0,0,0,0,0,0,0
3174,1,1,1,0,0,1,0,0,0,0,1,0
3175,0,0,0,0,0,0,1,1,1,0,0,0
3176,1,1,0,0,0,0,0,0,0,0,1,0
3177,1,1,1,1,0,0,0,0,0,0,0,0
3178,1,1,0,0,0,0,0,0,0,0,0,0
3179,0,0,0,0,0,0,0,0,1,1,0,0
3180,0,0,0,0,0,0,1,1,0,0,0,0
3181,1,0,1,0,0,0,1,1,0,0,0,0
3182,0,0,0,1,1,0,0,0,0,0,0,0
3183,0,0,0,0,0,0,0,0,0,0,0,0
3184,1,1,1,0,0,0,0,0,0,0,0,0
3185,1,1,1,1,1,1,0,0,0,0,0,0
3186,0,1,1,1,0,1,0,0,0,0,0,0
3187,1,1,2,0,0,0,0,0,0,0,0,0
3188,1,1,1,0,1,0,0,1,0,1,0,0
3189,1,0,1,0,0,2,0,0,0,0,0,0
3190,1,1,1,1,0,0,0,0,0,0,0,0
3191,1,1,1,0,1,0,0,0,0,0,0,0
3192,1,1,1,0,0,0,0,0,1,0,1,0
3193,0,1,1,0,0,0,1,1,0,0,0,0
3194,1,0,1,0,0,0,0,0,0,0,0,0
3195,0,0,0,1,0,0,0,0,0,0,0,0
3196,1,1,1,0,1,0,0,0,0,0,0,0
3197,1,0,1,1,0,0,1,1,0,0,0,0
3198,1,0,1,0,0,0,0,0,0,0,0,0
3199,0,0,0,1,0,1,0,0,0,0,0,0
3200,0,0,1,0,1,0,1,1,0,0,0,0
3201,0,0,0,0,1,0,0,0,0,0,0,0
3202,1,1,1,0,0,0,0,0,0,0,0,0
3203,0,0,1,0,0,1,1,1,0,0,0,0
3204,1,1,0,0,0,0,0,0,0,0,0,0
3205,1,1,1,1,0,1,0,0,0,0,0,0
3206,1,1,0,0,0,0,0,0,0,0,0,0
3207,0,0,0,0,0,0,0,0,0,0,0,0
3208,0,0,0,1,0,0,0,0,0,0,0,0
3209,1,1,1,1,0,0,0,0,0,0,0,0
3210,1,1,0,0,1,0,0,0,0,0,0,0
3211,1,1,1,1,0,1,0,0,0,0,0,0
3212,1,1,1,0,0,0,0,0,0,1,0,0
3213,1,1,1,1,0,1,0,0,0,0,0,0
3214,1,1,1,1,0,0,0,1,0,0,1,0
3215,0,0,1,0,0,0,0,0,0,0,0,0
3216,1,1,0,1,0,0,0,0,0,0,0,0
3217,0,0,1,0,0,0,0,0,0,0,0,0
3218,1,1,1,0,0,0,0,0,0,0,0,0
3219,1,1,1,0,0,0,0,0,0,1,0,0
3220,1,1,1,1,0,1,0,0,0,0,0,0
3221,1,1,0,1,0,0,0,0,0,0,0,0
3222,0,0,0,1,0,0,1,1,0,0,0,0
3223,1,1,1,1,0,0,0,0,0,0,0,0
3224,0,0,0,0,0,0,1,0,1,0,0,0
3225,1,1,1,0,0,0,0,0,0,0,0,0
3226,0,0,1,0,0,0,0,0,0,0,0,0
3227,0,0,1,1,1,0,0,0,0,0,0,1
3228,0,0,0,0,1,0,1,1,0,0,0,0
3229,1,1,1,0,0,0,0,0,0,0,0,0
3230,0,0,0,0,1,0,0,0,0,0,0,0
3231,0,0,1,0,0,0,1,1,0,0,0,0
3232,1,1,0,1,1,0,0,0,0,0,0,0
3233,1,1,0,0,0,0,0,0,0,0,0,0
3234,1,1,1,0,0,0,0,0,0,1,0,0
3235,1,1,1,0,0,0,0,0,0,0,0,1
3236,1,1,0,1,0,0,0,0,0,0,0,0
3237,1,1,1,1,1,0,0,0,0,0,0,1
3238,0,0,0,1,0,1,0,0,0,0,0,0
3239,0,0,0,1,0,0,1,1,1,0,1,1
3240,1,0,0,0,1,0,0,0,0,0,0,0
3241,1,1,0,0,0,0,0,0,0,0,0,0
3242,1,1,0,0,0,0,0,0,1,1,0,0
3243,1,1,0,1,0,0,0,0,0,0,0,0
3244,1,1,0,0,0,0,0,0,1,0,0,0
3245,0,0,0,1,1,0,0,0,0,1,0,0
3246,1,1,1,0,0,0,0,0,0,0,0,0
3247,0,0,1,0,1,0,1,1,0,0,0,0
3248,0,0,1,1,0,0,0,0,0,0,0,0
3249,1,1,1,1,0,1,0,0,0,0,0,0
3250,0,0,0,0,1,0,1,1,1,0,0,0
3251,1,1,1,1,1,0,0,0,0,0,0,0
3252,1,1,1,1,0,0,1,0,0,0,0,0
3253,0,0,0,0,0,0,1,1,0,0,0,0
3254,1,1,1,0,0,0,0,0,0,0,0,0
3255,0,0,1,0,0,0,1,0,0,0,0,0
3256,0,0,0,1,0,0,0,0,1,0,0,0
3257,1,1,1,0,1,0,0,0,0,1,0,0
3258,1,1,1,0,0,0,0,0,0,0,0,0
3259,0,0,1,1,0,0,0,0,0,0,0,0
3260,1,1,0,1,0,0,0,0,0,0,0,0
3261,1,1,1,0,0,0,0,0,0,0,0,1
3262,1,1,1,1,0,0,0,0,0,0,0,0
3263,2,1,0,0,0,0,0,0,1,0,0,0
3264,0,0,0,0,0,0,1,1,1,0,0,0
3265,0,0,0,0,0,0,1,0,1,0,0,0
3266,0,0,0,0,0,0,1,1,0,0,0,0
3267,0,1,0,0,1,0,0,0,0,1,0,0
3268,2,1,1,0,0,1,0,0,0,1,0,0
3269,1,1,0,1,0,0,0,0,1,0,0,0
3270,0,0,1,1,0,0,0,0,0,0,0,0
3271,0,0,0,1,0,0,1,1,1,0,0,0
3272,1,1,1,1,0,0,0,0,0,0,0,0
3273,0,0,1,0,1,0,1,1,0,0,0,0
3274,1,1,1,0,0,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0,0,0,0,0,1
3276,0,0,1,0,0,0,1,1,0,0,1,1
3277,0,0,0,0,0,0,1,1,1,0,1,0
3278,0,1,0,0,0,0,0,0,0,1,0,0
3279,0,0,0,0,0,0,0,0,0,0,0,0
3280,1,1,1,1,0,1,0,0,0,0,0,0
3281,1,1,1,1,0,1,0,0,0,0,0,0
3282,0,0,0,0,0,0,0,0,0,0,0,0
3283,1,1,1,0,0,0,0,0,0,0,1,0
3284,1,1,0,0,0,0,0,0,0,0,0,0
3285,1,1,1,0,0,0,0,0,0,1,0,0
3286,0,0,1,0,0,0,1,1,0,0,0,0
3287,1,0,1,0,0,0,1,1,0,0,0,0
3288,0,0,0,1,0,0,0,1,1,0,0,0
3289,0,0,0,1,1,0,0,0,0,0,0,0
3290,0,0,0,0,1,1,1,1,1,1,0,0
3291,0,0,0,0,0,0,0,0,0,0,0,0
3292,1,1,0,0,0,0,0,0,0,0,1,1
3293,0,0,0,1,0,0,0,0,0,0,0,0
3294,1,1,1,0,0,1,0,0,0,0,0,0
3295,1,1,1,1,1,0,0,0,0,0,0,0
3296,0,0,0,1,0,0,0,0,0,0,0,0
3297,0,0,1,0,1,0,0,0,0,0,0,0
3298,0,1,0,1,0,0,0,0,0,0,0,0
3299,1,1,1,0,0,0,0,0,0,0,1,0
3300,1,1,1,0,0,0,0,0,0,0,0,0
3301,0,0,0,0,0,0,0,0,0,0,0,0
3302,1,1,1,0,0,0,0,0,0,0,0,0
3303,1,1,0,0,0,0,0,0,1,1,0,0
3304,1,0,1,0,0,0,1,1,0,0,1,0
3305,1,0,1,0,0,0,0,1,0,0,0,0
3306,0,0,0,0,1,1,0,0,0,0,0,0
3307,0,0,1,0,0,0,1,1,0,0,0,0
3308,0,0,1,0,0,0,0,0,0,0,0,0
3309,0,1,0,1,0,0,1,1,1,0,0,0
3310,0,0,1,1,0,0,0,0,0,0,0,0
3311,1,0,0,0,1,1,1,1,0,0,0,0
3312,1,1,0,1,0,0,0,0,1,0,0,0
3313,0,0,0,0,0,0,0,0,0,0,0,0
3314,1,1,1,1,0,1,0,0,0,0,0,0
3315,1,0,1,0,0,0,1,1,0,0,0,0
3316,0,0,0,1,0,0,1,1,1,0,1,0
3317,2,1,1,1,0,0,0,0,0,0,0,0
3318,1,1,0,1,0,0,0,0,0,0,0,0
3319,0,1,0,0,0,0,0,0,0,0,0,0
3320,1,1,1,0,0,1,0,0,0,0,0,0
3321,1,1,0,0,0,0,0,0,0,0,0,0
3322,1,1,0,0,1,0,0,0,0,0,0,0
3323,0,0,1,1,0,0,0,0,0,0,0,0
3324,0,0,1,0,1,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0,0,0,0,0,0
3326,1,1,1,0,0,1,0,0,0,0,0,0
3327,1,1,1,1,1,0,0,0,0,0,0,0
3328,1,1,0,1,0,0,0,0,1,0,0,0
3329,2,1,1,0,0,0,0,0,0,0,0,1
3330,0,0,1,1,1,1,0,0,0,0,0,0
3331,1,1,0,1,0,0,0,0,1,0,0,0
3332,0,0,0,0,1,0,1,1,0,0,0,0
3333,1,1,1,1,0,0,0,0,0,0,0,1
3334,2,1,1,1,1,0,0,0,0,0,0,0
3335,0,0,1,0,1,0,0,0,0,0,0,0
3336,0,0,0,0,0,0,1,1,1,0,1,0
3337,1,0,1,0,1,0,0,0,0,0,0,0
3338,1,1,1,0,0,0,0,0,0,1,0,0
3339,1,1,0,0,0,0,0,0,0,0,1,0
3340,1,1,1,0,0,0,0,0,0,1,0,0
3341,0,0,1,0,0,0,0,0,1,1,0,0
3342,0,0,1,0,0,0,0,0,0,0,0,0
3343,1,1,0,0,0,0,0,0,0,0,1,0
3344,1,1,1,0,0,0,0,0,0,0,0,0
3345,0,0,1,0,1,0,1,1,0,0,0,0
3346,0,0,1,0,1,1,1,1,0,0,0,0
3347,1,1,0,0,0,0,0,0,1,1,0,0
3348,0,1,0,0,0,0,1,1,1,0,0,0
3349,1,1,0,0,0,0,0,0,1,0,0,0
3350,0,0,0,0,0,0,1,1,0,0,0,0
3351,1,0,1,0,0,0,1,1,0,0,0,0
3352,1,1,1,1,0,0,0,0,0,0,0,0
3353,0,0,1,1,1,0,0,0,0,0,0,0
3354,1,1,1,0,0,1,0,0,0,0,0,0
3355,0,0,0,1,0,0,0,0,0,0,0,0
3356,1,1,0,0,0,0,0,0,0,0,0,0
3357,1,1,1,0,0,0,0,0,0,0,1,0
3358,1,0,0,0,0,0,0,0,0,0,0,0
3359,1,1,0,1,0,0,0,0,0,0,0,0
3360,0,0,0,0,0,0,1,1,0,0,0,0
3361,1,1,0,0,0,0,0,0,0,0,0,0
3362,0,0,1,0,0,0,0,0,0,0,0,0
3363,1,1,1,0,1,1,0,0,0,1,0,0
3364,1,0,1,1,0,0,0,0,0,0,0,0
3365,1,1,1,0,1,0,0,0,0,0,0,0
3366,0,0,1,1,0,1,1,1,0,0,1,0
3367,1,0,1,0,1,0,0,0,0,0,0,0
3368,1,1,1,1,0,0,0,0,0,0,0,0
3369,0,0,0,0,0,0,0,0,0,1,1,0
3370,1,0,0,1,0,0,0,0,0,0,0,0
3371,0,0,1,0,0,1,1,1,0,0,0,0
3372,0,0,1,1,0,1,0,0,0,0,0,0
3373,1,1,0,0,0,0,0,0,0,0,0,0
3374,1,1,0,0,0,0,0,0,0,0,0,0
3375,1,1,0,1,0,1,0,0,0,0,0,0
3376,1,1,1,1,0,0,0,0,0,0,0,0
3377,1,1,1,0,0,0,0,0,0,1,0,0
3378,1,1,1,1,0,1,0,0,0,0,0,0
3379,1,1,1,0,0,0,0,0,0,0,0,0
3380,1,1,1,0,0,0,0,0,0,1,0,0
3381,0,0,0,0,0,0,0,0,0,1,0,0
3382,0,1,0,0,0,0,0,0,0,0,0,0
3383,1,1,0,1,1,0,0,0,0,0,0,0
3384,0,0,0,0,0,0,0,0,0,0,0,0
3385,0,0,1,1,0,0,0,0,0,0,1,0
3386,1,1,0,1,0,1,0,0,0,0,0,0
3387,1,1,0,0,0,0,0,0,0,0,0,0
3388,1,1,0,0,0,1,0,0,0,0,0,0
3389,2,1,1,0,0,0,0,0,0,0,0,0
3390,0,0,1,1,1,0,0,0,0,0,0,0
3391,1,1,1,0,0,0,1,0,0,0,0,0
3392,0,0,1,1,1,0,1,1,0,0,0,0
3393,1,1,0,0,0,0,0,0,1,0,0,0
3394,1,1,1,0,0,0,0,0,0,0,0,0
3395,0,0,0,0,1,0,0,0,0,0,0,0
3396,1,1,1,0,0,0,0,0,0,0,0,0
3397,1,1,0,1,0,1,0,0,1,0,0,0
3398,0,0,0,1,0,0,0,0,0,0,1,0
3399,0,0,0,0,0,1,0,0,1,0,0,1
3400,2,1,1,0,0,0,0,0,0,1,0,0
3401,1,0,1,0,0,1,0,0,0,0,0,0
3402,0,0,1,0,1,0,1,1,0,0,0,0
3403,0,0,0,0,1,0,1,1,1,0,0,0
3404,1,1,0,0,0,0,0,0,0,1,0,0
3405,0,0,1,0,0,1,0,0,0,0,0,0
3406,1,0,1,1,0,0,0,0,0,0,0,0
3407,2,1,0,1,0,1,0,0,0,0,0,0
3408,0,0,0,0,1,0,1,1,1,1,0,0
3409,1,1,0,0,1,0,0,0,1,0,0,0
3410,0,0,0,0,0,0,0,0,0,0,1,0
3411,1,1,0,0,0,0,0,0,0,0,0,0
3412,0,0,1,1,0,0,1,1,0,0,0,0
3413,0,0,0,0,0,0,1,1,0,0,0,0
3414,1,1,1,0,0,0,0,0,0,0,0,0
3415,1,1,1,0,0,0,0,0,0,0,0,0
3416,1,0,1,0,0,0,0,0,0,0,0,0
3417,1,1,0,0,1,0,0,0,0,0,0,0
3418,1,1,1,1,0,0,0,0,0,0,0,0
3419,1,1,1,0,1,0,0,0,0,1,0,0
3420,0,0,1,1,1,0,1,1,0,0,0,1
3421,0,0,0,0,1,0,1,1,1,0,0,0
3422,0,0,1,0,0,0,1,1,0,0,0,0
3423,0,0,0,1,0,1,1,1,0,0,0,0
3424,1,1,1,0,0,0,0,0,0,0,0,0
3425,0,0,1,0,1,1,0,0,0,0,0,0
3426,1,1,1,0,0,1,0,0,0,0,1,0
3427,1,1,1,1,0,0,0,0,0,0,0,0
3428,1,1,0,1,0,0,0,0,1,0,0,1
3429,1,1,1,0,0,2,0,0,0,0,1,0
3430,1,1,1,0,0,0,0,0,0,0,0,0
3431,1,1,1,0,1,0,0,0,0,0,0,0
3432,0,0,0,0,1,0,0,0,0,0,0,0
3433,0,0,0,0,0,0,0,0,0,0,1,0
3434,0,0,0,0,0,0,0,0,0,0,0,0
3435,0,0,1,1,0,0,1,1,0,0,1,0
3436,1,1,0,0,1,0,0,0,0,1,0,0
3437,0,0,1,0,1,1,0,0,0,0,0,0
3438,1,1,1,1,0,0,0,0,0,0,0,0
3439,1,0,1,0,1,0,0,1,0,1,0,0
3440,0,0,0,0,0,0,0,0,0,0,0,0
3441,1,1,1,0,0,0,0,0,0,0,0,0
3442,1,1,1,0,0,0,0,1,0,0,0,0
3443,0,0,0,0,0,0,0,0,1,0,0,0
3444,1,1,0,0,0,0,0,0,1,0,0,0
3445,1,1,1,1,0,0,0,0,0,0,0,0
3446,0,0,0,0,0,0,0,0,0,0,0,0
3447,1,1,0,0,0,0,0,0,0,0,0,0
3448,1,1,0,1,0,1,0,0,1,0,0,0
3449,0,0,0,1,1,0,1,1,0,0,0,0
3450,1,1,1,1,0,0,0,0,0,0,0,0
3451,1,1,0,1,0,0,1,0,1,0,0,0
3452,1,1,1,1,0,0,0,0,0,0,1,0
3453,0,0,1,0,0,0,0,0,0,0,0,0
3454,0,0,0,1,0,0,0,0,0,0,1,0
3455,1,1,1,1,1,0,0,0,0,0,0,0
3456,0,0,1,0,1,0,1,1,0,0,0,0
3457,1,1,0,0,0,0,0,0,0,0,0,0
3458,1,1,0,0,1,0,0,0,1,0,0,0
3459,1,1,1,0,1,0,0,0,0,0,0,1
3460,0,0,1,0,0,0,0,0,0,0,1,0
3461,0,0,0,0,1,0,0,0,0,0,0,0
3462,1,1,1,0,0,0,0,0,0,1,0,0
3463,0,0,1,1,0,0,0,0,0,0,0,0
3464,1,0,1,0,0,1,1,1,0,0,0,0
3465,0,1,0,0,0,0,0,0,0,0,0,0
3466,1,0,1,1,0,0,0,0,0,0,0,0
3467,0,0,1,0,1,0,1,1,0,0,0,0
3468,1,1,1,0,0,1,0,0,0,0,0,0
3469,1,1,1,0,0,0,0,0,0,0,0,0
3470,0,0,0,0,0,0,0,0,0,0,0,0
3471,1,1,1,0,0,0,0,0,0,1,0,0
3472,0,0,1,0,0,0,0,0,0,0,0,0
3473,0,0,0,1,0,0,0,0,1,0,0,0
3474,0,1,1,0,0,1,0,0,0,1,0,0
3475,0,0,0,0,0,0,0,0,1,0,0,0
3476,1,1,0,0,1,0,0,0,0,0,0,0
3477,0,0,0,0,0,0,0,0,0,1,0,0
3478,1,1,1,1,0,1,0,0,0,0,0,0
3479,1,1,1,0,0,0,0,0,0,0,0,0
3480,1,0,1,1,0,1,1,1,0,0,0,0
3481,0,0,1,0,0,0,0,0,0,0,0,0
3482,1,1,1,0,0,0,0,0,0,0,0,0
3483,0,0,0,1,0,0,0,0,0,0,0,0
3484,0,0,0,0,0,1,1,1,1,0,0,0
3485,1,1,1,1,0,1,0,0,0,0,0,0
3486,1,1,1,0,0,0,0,0,0,0,0,0
3487,0,0,1,0,0,0,0,0,1,1,0,0
3488,1,1,1,0,0,1,0,0,0,0,0,0
3489,1,1,1,0,1,0,0,0,0,0,0,0
3490,1,1,0,0,0,0,0,0,0,0,0,0
3491,1,1,1,1,0,1,0,0,0,0,0,0
3492,1,1,1,0,0,0,0,0,0,0,0,0
3493,0,0,1,1,0,1,0,0,0,0,0,0
3494,0,0,1,0,0,1,0,0,0,0,0,0
3495,1,0,1,0,1,0,1,1,0,0,0,0
3496,0,0,0,0,1,0,1,1,1,0,0,1
3497,1,0,1,0,0,0,0,0,0,0,0,0
3498,0,0,0,1,0,0,1,1,1,0,0,0
3499,1,0,1,0,0,1,0,0,0,0,0,0
3500,1,1,1,0,0,1,0,0,0,1,0,0
3501,1,1,0,1,0,0,0,0,0,0,0,0
3502,0,0,0,0,1,1,0,0,1,0,0,0
3503,1,1,1,0,1,0,0,0,0,0,0,0
3504,1,1,0,0,0,0,0,0,1,0,0,0
3505,1,1,0,0,0,0,0,0,0,0,0,0
3506,0,0,0,0,0,0,1,1,1,0,0,0
3507,0,0,0,0,0,0,1,1,1,0,0,0
3508,1,1,1,0,0,0,0,0,0,0,0,0
3509,0,0,1,0,0,1,0,0,0,0,0,0
3510,0,0,1,1,0,0,0,0,0,0,0,0
3511,1,1,1,0,0,0,0,0,0,1,0,0
3512,1,1,0,0,0,1,0,0,0,0,0,0
3513,0,0,0,0,1,1,0,0,0,0,0,0
3514,0,0,1,0,0,1,0,0,0,0,0,0
3515,1,1,1,1,0,0,0,1,0,0,0,0
3516,1,1,0,1,0,0,0,0,0,0,0,0
3517,1,1,0,0,0,0,0,0,0,0,0,0
3518,1,1,1,0,0,0,0,0,0,0,0,0
3519,1,1,1,1,1,0,0,0,0,0,0,0
3520,1,1,1,0,0,0,0,0,0,0,0,0
3521,0,0,1,1,0,1,1,1,0,0,0,0
3522,1,1,0,0,1,0,0,0,1,0,0,0
3523,1,1,1,0,1,0,0,0,0,1,0,0
3524,0,0,0,0,0,0,0,0,0,0,0,0
3525,1,1,0,0,1,0,0,0,0,0,0,0
3526,1,1,0,0,1,0,0,0,0,0,0,0
3527,1,0,1,1,0,0,1,1,0,0,0,0
3528,1,1,0,0,0,0,0,0,1,0,0,0
3529,1,1,1,0,1,0,0,0,0,0,0,0
3530,1,1,1,0,1,0,0,0,0,0,0,0
3531,1,1,1,1,0,0,0,0,0,0,0,0
3532,1,1,0,0,0,0,0,0,0,0,0,0
3533,1,0,0,0,1,0,0,0,0,0,0,0
3534,1,0,0,0,0,0,0,0,0,0,0,0
3535,1,0,0,0,0,0,1,1,0,0,0,0
3536,1,1,1,1,0,0,0,0,0,0,0,1
3537,0,0,1,0,0,1,1,1,0,0,0,0
3538,0,0,1,0,0,0,1,1,0,0,0,0
3539,1,1,1,1,0,0,0,0,0,0,0,0
3540,0,0,0,0,1,0,0,0,1,0,0,0
3541,1,0,1,1,0,0,0,0,0,0,0,0
3542,0,0,1,0,0,1,1,1,0,1,0,0
3543,0,0,1,0,1,0,0,0,0,0,0,0
3544,0,0,0,0,0,0,0,0,0,0,0,0
3545,1,0,1,0,0,0,0,0,0,0,0,0
3546,1,1,1,0,0,0,0,0,0,0,1,0
3547,0,1,0,0,0,0,0,0,0,1,0,0
3548,0,0,1,1,0,0,0,0,0,0,0,0
3549,1,0,1,1,0,0,0,0,0,0,1,0
3550,0,0,0,0,0,0,1,1,1,0,1,0
3551,1,1,0,0,0,0,0,0,0,0,0,0
3552,0,0,0,0,1,0,0,0,0,1,0,0
3553,0,0,0,0,0,0,0,0,0,0,1,0
3554,1,0,1,0,0,0,0,0,0,0,0,0
3555,0,0,0,0,1,0,0,0,0,0,0,0
3556,1,1,1,0,0,0,0,0,0,1,0,0
3557,1,1,0,0,1,0,0,0,0,0,0,0
3558,1,1,1,0,0,0,0,0,0,0,0,0
3559,0,0,1,0,0,1,1,1,0,1,0,0
3560,1,1,1,0,1,1,0,0,0,0,0,0
3561,1,1,1,0,0,0,0,0,0,0,0,0
3562,0,0,0,1,0,0,0,0,0,0,1,0
3563,0,0,0,0,0,0,1,1,0,0,0,0
3564,0,0,1,1,0,0,0,0,0,0,0,0
3565,0,0,0,0,0,0,1,1,0,0,0,0
3566,1,1,1,1,0,0,0,0,0,0,1,0
3567,1,1,0,0,0,0,0,0,0,0,0,0
3568,1,1,0,1,0,0,0,0,1,0,0,0
3569,1,1,1,0,0,0,0,0,0,0,0,0
3570,1,1,1,0,1,1,0,0,0,0,0,0
3571,0,1,0,0,0,0,0,0,0,0,0,0
3572,0,0,1,1,0,0,1,1,0,0,0,0
3573,0,0,0,0,0,0,1,1,0,0,0,0
3574,0,1,0,1,0,0,1,0,0,0,0,0
3575,1,1,0,0,1,1,0,0,0,0,0,0
3576,1,1,1,0,0,0,0,0,0,0,0,0
3577,2,1,1,0,0,0,0,0,0,0,0,0
3578,1,1,1,1,0,0,0,0,0,0,1,0
3579,1,1,0,1,0,0,0,0,0,0,1,0
3580,1,1,1,1,0,0,0,0,0,0,0,0
3581,0,0,1,1,0,1,1,1,0,0,0,0
3582,1,1,1,0,0,0,0,0,0,0,0,0
3583,1,1,0,1,0,0,1,0,0,0,0,0
3584,1,1,1,0,0,0,0,0,0,0,0,0
3585,0,0,1,0,0,0,0,0,0,0,0,0
3586,1,1,1,0,0,0,0,0,0,0,0,0
3587,1,1,1,1,0,1,0,0,0,0,0,0
3588,1,1,1,0,0,1,0,0,0,0,0,0
3589,1,1,1,1,1,1,0,0,0,0,0,0
3590,0,0,1,0,0,1,0,0,0,0,0,0
3591,0,0,0,1,0,1,0,0,0,0,0,0
3592,0,0,1,0,1,0,0,0,0,0,0,0
3593,1,0,1,0,1,0,0,0,0,0,0,0
3594,1,1,1,1,0,0,0,0,0,0,0,0
3595,0,0,0,0,1,0,0,0,0,0,0,0
3596,1,1,1,1,1,0,1,0,0,0,0,0
3597,0,0,0,0,1,0,0,0,0,0,0,0
3598,1,1,1,1,0,0,0,1,0,0,0,0
3599,1,1,1,0,0,1,0,0,0,1,0,0
3600,0,0,1,1,0,0,0,0,0,0,0,0
3601,0,0,0,0,0,0,0,0,0,0,0,0
3602,1,0,1,0,0,1,1,1,0,0,0,0
3603,1,1,0,0,0,0,0,0,1,1,0,0
