,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),0
2495,1,1,0,0,1,0,0
2496,1,1,1,1,0,0,0
2497,0,0,0,0,0,0,0
2498,1,1,1,1,0,0,0
2499,1,0,1,0,0,1,1
2500,0,0,1,0,0,0,0
2501,1,1,1,0,1,1,0
2502,0,0,1,0,0,0,1
2503,0,0,0,1,0,0,0
2504,0,0,0,0,0,0,1
2505,1,1,1,1,0,0,1
2506,1,1,1,1,0,0,0
2507,0,1,0,0,1,0,0
2508,0,0,1,0,0,0,0
2509,0,0,1,0,1,1,0
2510,0,0,1,0,1,0,1
2511,1,1,1,1,0,0,0
2512,0,0,0,1,0,1,1
2513,0,0,0,1,0,1,0
2514,1,1,1,1,0,0,0
2515,1,1,1,0,0,0,0
2516,1,0,1,1,0,0,1
2517,1,0,0,0,0,0,1
2518,0,0,1,1,0,0,1
2519,1,1,1,0,0,0,0
2520,1,1,1,0,0,0,1
2521,0,0,0,0,0,0,1
2522,1,0,1,0,0,1,1
2523,1,0,1,0,0,1,1
2524,0,0,0,0,0,0,1
2525,1,1,0,0,1,1,1
2526,0,0,0,1,0,1,1
2527,0,0,0,0,0,1,1
2528,1,1,0,0,0,0,0
2529,0,0,1,0,0,0,1
2530,1,1,1,1,0,0,0
2531,1,1,0,1,0,0,0
2532,0,0,0,0,1,0,0
2533,2,1,1,0,1,0,0
2534,0,0,0,0,0,1,0
2535,0,0,0,0,1,0,1
2536,1,1,0,0,0,0,0
2537,1,1,0,0,0,0,0
2538,0,0,0,0,1,0,1
2539,1,0,1,0,0,0,0
2540,1,1,1,1,0,1,0
2541,1,1,0,0,1,0,0
2542,1,1,1,0,0,0,0
2543,1,1,1,1,0,0,1
2544,0,0,0,0,0,0,1
2545,1,1,1,0,0,0,0
2546,1,1,1,0,0,0,1
2547,1,1,1,1,1,0,0
2548,0,0,0,1,0,0,1
2549,0,0,0,0,1,0,0
2550,1,0,1,0,0,0,0
2551,0,0,1,0,0,1,0
2552,1,1,1,0,0,0,0
2553,0,0,0,1,0,0,0
2554,0,0,0,0,0,0,1
2555,1,1,0,0,0,0,0
2556,0,0,0,0,0,0,1
2557,1,1,1,0,0,0,0
2558,1,1,1,1,1,0,0
2559,1,1,1,0,1,0,0
2560,0,1,0,0,0,0,1
2561,0,0,1,1,0,0,0
2562,0,0,0,0,0,0,1
2563,1,1,0,0,1,0,1
2564,0,0,0,0,1,0,1
2565,0,0,1,0,0,1,0
2566,0,0,2,0,0,0,1
2567,1,1,0,0,1,0,0
2568,1,1,0,1,0,0,0
2569,1,1,0,0,0,0,0
2570,0,0,0,0,0,0,1
2571,0,0,0,0,0,0,1
2572,1,1,1,0,0,0,0
2573,1,1,1,1,0,0,0
2574,1,1,0,0,0,0,0
2575,0,0,0,0,1,0,1
2576,1,1,0,0,1,0,0
2577,1,0,0,0,1,0,1
2578,0,0,0,0,0,0,1
2579,0,0,0,1,0,0,0
2580,0,0,0,0,0,0,1
2581,0,0,0,0,0,0,0
2582,0,0,0,1,0,0,0
2583,1,1,0,0,0,0,0
2584,1,1,1,1,0,1,0
2585,0,1,0,1,0,0,0
2586,1,1,1,0,1,0,0
2587,0,0,1,1,0,0,0
2588,1,1,0,0,0,0,0
2589,1,1,0,0,1,0,0
2590,1,1,1,0,0,0,0
2591,1,0,0,0,0,0,1
2592,0,0,1,0,1,1,0
2593,1,1,1,0,1,0,0
2594,1,1,1,0,1,0,0
2595,0,0,0,0,1,0,0
2596,0,0,0,1,0,0,1
2597,1,1,0,0,0,0,1
2598,1,1,1,0,0,0,0
2599,0,1,0,1,1,0,1
2600,1,1,0,0,0,0,1
2601,1,1,0,0,0,0,1
2602,1,1,1,0,0,0,1
2603,1,1,1,1,0,1,0
2604,0,0,1,0,1,0,1
2605,0,0,1,0,0,0,0
2606,1,1,0,0,0,0,1
2607,1,0,1,0,0,0,0
2608,0,1,1,0,0,0,0
2609,1,1,1,1,1,0,0
2610,2,1,1,0,1,0,0
2611,2,0,1,1,0,0,1
2612,0,1,0,0,1,0,1
2613,1,1,1,0,0,1,0
2614,1,1,1,0,0,0,0
2615,1,1,1,1,0,0,0
2616,1,1,0,0,0,0,0
2617,1,1,1,1,1,1,0
2618,0,0,1,0,1,0,0
2619,0,0,0,0,0,0,1
2620,0,0,0,0,0,0,1
2621,1,1,1,0,0,0,1
2622,0,0,1,0,0,0,0
2623,1,1,1,0,0,0,1
2624,1,1,1,1,0,0,0
2625,1,1,0,1,0,0,0
2626,1,1,0,0,0,1,1
2627,0,1,0,1,0,0,0
2628,0,0,0,0,0,0,1
2629,1,1,1,0,0,1,0
2630,1,1,1,0,1,0,0
2631,0,0,1,1,0,0,0
2632,0,0,0,0,0,0,1
2633,0,0,1,0,0,1,0
2634,1,1,0,1,0,0,0
2635,1,1,0,0,1,0,0
2636,1,1,1,1,0,0,0
2637,1,1,0,1,0,0,1
2638,0,0,1,0,1,1,0
2639,0,0,1,1,0,1,1
2640,1,1,1,0,0,0,1
2641,1,1,1,1,0,0,0
2642,1,1,0,0,0,0,1
2643,0,0,1,1,0,1,0
2644,0,0,0,0,0,0,0
2645,0,0,0,1,0,1,1
2646,1,1,0,0,0,0,0
2647,0,0,0,1,1,0,1
2648,1,1,0,0,1,0,1
2649,0,0,1,1,0,0,1
2650,0,0,0,1,1,1,0
2651,1,0,1,1,0,0,1
2652,1,1,1,0,1,1,0
2653,0,0,0,1,1,0,1
2654,0,0,0,0,0,0,0
2655,1,1,0,1,0,0,0
2656,1,1,1,1,1,0,1
2657,1,1,0,0,0,0,1
2658,0,0,0,0,0,0,1
2659,0,0,1,0,0,1,0
2660,0,0,0,1,0,0,1
2661,0,0,0,1,0,0,1
2662,1,1,0,1,0,1,0
2663,1,1,1,0,0,0,0
2664,1,1,1,0,0,0,1
2665,1,1,1,1,0,0,0
2666,0,0,1,0,0,0,1
2667,0,1,0,1,0,0,1
2668,0,0,0,1,0,1,1
2669,1,1,1,1,0,0,0
2670,0,0,1,0,0,0,0
2671,0,0,0,1,0,0,1
2672,0,0,0,0,0,0,0
2673,0,0,0,0,0,0,1
2674,1,1,0,0,0,0,1
2675,0,0,0,0,0,0,0
2676,1,0,1,0,1,0,1
2677,1,1,1,0,1,0,0
2678,1,1,0,1,0,0,0
2679,1,1,1,0,0,1,0
2680,0,0,1,0,0,0,0
2681,0,1,0,1,0,0,1
2682,1,1,0,1,0,0,0
2683,1,1,1,1,0,0,1
2684,0,0,1,1,0,0,0
2685,0,0,0,0,0,0,1
2686,1,1,0,0,1,0,0
2687,1,1,1,1,0,1,0
2688,0,0,0,0,0,0,1
2689,0,0,1,0,1,0,1
2690,1,1,1,0,0,0,1
2691,0,0,0,0,0,0,0
2692,1,1,0,0,0,0,1
2693,1,1,0,1,0,0,1
2694,1,1,0,0,1,0,0
2695,1,1,0,0,0,0,0
2696,1,0,1,0,1,0,1
2697,1,0,1,0,0,0,1
2698,0,0,0,0,0,0,0
2699,0,0,0,1,0,0,1
2700,0,0,0,1,0,0,1
2701,0,0,0,1,0,0,1
2702,1,0,1,0,1,0,0
2703,1,0,1,1,0,1,0
2704,0,0,0,0,0,0,1
2705,1,0,0,1,0,0,1
2706,1,0,1,0,1,0,0
2707,0,0,0,0,1,0,0
2708,1,1,0,0,1,0,0
2709,0,1,0,1,1,0,0
2710,1,0,1,0,0,0,1
2711,1,1,0,0,1,0,0
2712,0,0,0,1,0,0,0
2713,1,1,1,1,1,1,1
2714,0,0,0,0,0,0,1
2715,1,1,0,0,0,0,0
2716,1,1,0,0,0,0,0
2717,1,1,1,0,1,0,1
2718,1,1,0,1,0,0,0
2719,1,1,1,0,1,0,0
2720,0,0,1,0,0,0,1
2721,0,1,0,1,0,0,1
2722,0,0,1,1,1,0,0
2723,0,0,0,0,0,0,1
2724,1,1,0,0,0,0,0
2725,1,1,1,0,0,0,0
2726,1,1,1,0,0,1,1
2727,0,0,0,1,0,0,0
2728,0,0,0,0,0,0,1
2729,0,0,1,0,0,0,0
2730,1,1,1,0,0,0,0
2731,1,1,1,0,1,0,0
2732,0,0,1,0,1,0,1
2733,1,1,1,0,0,0,0
2734,0,0,0,1,0,0,0
2735,1,1,0,1,0,0,0
2736,1,1,1,1,1,0,0
2737,1,1,1,0,0,0,0
2738,1,1,0,0,0,0,0
2739,0,0,1,1,0,0,0
2740,1,1,1,0,0,0,0
2741,1,0,1,1,0,1,0
2742,0,0,0,0,0,0,1
2743,1,1,1,1,0,0,0
2744,1,1,0,0,0,0,1
2745,1,0,0,1,0,0,0
2746,2,1,1,1,0,0,0
2747,1,1,0,0,1,0,0
2748,1,1,1,1,0,0,0
2749,1,1,0,0,0,0,1
2750,1,1,1,1,0,0,0
2751,1,0,1,1,0,0,1
2752,1,1,0,0,0,0,1
2753,0,0,0,0,0,0,1
2754,0,0,1,1,0,1,0
2755,1,1,1,0,1,0,0
2756,1,2,1,1,0,0,0
2757,1,1,1,0,0,1,0
2758,1,1,0,0,0,0,1
2759,1,1,1,1,0,0,0
2760,0,0,0,0,0,0,0
2761,0,0,0,0,1,0,1
2762,1,1,0,0,0,1,1
2763,1,1,1,0,1,0,0
2764,0,0,0,1,0,1,1
2765,0,0,0,0,0,0,1
2766,0,0,0,0,0,1,0
2767,0,0,1,0,0,0,0
2768,0,0,0,0,1,0,1
2769,0,0,0,1,0,0,1
2770,1,1,0,0,1,0,0
2771,1,1,0,1,1,0,0
2772,1,1,1,0,0,0,0
2773,2,1,0,0,0,0,1
2774,0,0,0,0,0,0,1
2775,0,0,1,1,0,0,1
2776,2,1,1,0,0,0,1
2777,0,0,1,0,0,0,1
2778,2,1,1,0,1,1,1
2779,0,0,1,0,1,0,1
2780,0,1,0,0,0,0,1
2781,1,1,0,0,0,0,0
2782,1,1,0,0,0,0,1
2783,1,1,1,1,0,0,0
2784,0,0,0,0,1,0,1
2785,1,1,1,0,0,0,0
2786,1,1,1,1,0,0,0
2787,0,0,1,0,1,0,0
2788,0,1,1,0,0,0,1
2789,1,1,0,1,0,1,0
2790,1,1,1,0,1,0,0
2791,1,0,1,1,1,1,0
2792,1,0,0,0,0,0,1
2793,0,0,1,1,0,0,0
2794,0,0,0,1,0,0,1
2795,1,1,1,0,0,0,0
2796,0,0,0,0,0,0,1
2797,1,1,1,1,0,0,0
2798,1,1,0,1,0,0,1
2799,0,0,0,0,1,0,1
2800,2,1,0,0,0,0,1
2801,1,1,1,0,0,0,0
2802,1,1,0,0,1,0,0
2803,1,1,0,0,0,0,0
2804,1,1,1,0,0,0,0
2805,1,0,1,1,0,0,1
2806,0,0,0,0,1,0,0
2807,0,0,1,1,0,0,0
2808,0,0,1,1,0,0,0
2809,1,1,1,1,0,0,0
2810,1,1,1,1,0,0,0
2811,0,0,0,0,0,0,0
2812,1,1,0,0,1,0,1
2813,0,0,0,1,1,0,1
2814,0,0,0,0,0,1,0
2815,0,0,0,1,0,0,0
2816,1,1,1,1,0,0,0
2817,1,1,0,0,0,0,0
2818,1,1,1,1,0,0,0
2819,0,0,0,0,1,0,1
2820,0,0,1,0,0,0,1
2821,1,1,1,0,0,0,1
2822,1,1,1,0,0,0,0
2823,1,2,1,0,0,0,0
2824,1,1,1,0,0,0,0
2825,1,1,1,0,1,0,1
2826,0,0,0,0,0,0,1
2827,1,1,0,0,0,0,1
2828,0,0,0,0,0,0,1
2829,1,1,1,0,0,0,0
2830,0,0,0,0,1,0,0
2831,1,1,1,0,1,0,0
2832,1,1,1,0,0,1,0
2833,1,1,1,0,0,0,1
2834,1,1,0,0,0,0,0
2835,0,0,0,1,1,1,1
2836,1,1,1,1,0,0,1
2837,0,0,0,0,0,1,0
2838,0,0,0,0,1,0,0
2839,1,1,0,0,0,0,0
2840,1,1,1,0,1,1,1
2841,1,1,0,1,0,0,0
2842,0,0,0,1,0,0,0
2843,1,1,0,0,0,0,1
2844,1,1,0,0,1,0,0
2845,1,1,1,1,0,0,0
2846,0,0,0,0,0,0,1
2847,0,0,0,0,0,0,0
2848,1,1,0,0,0,0,1
2849,0,0,0,0,0,0,1
2850,1,0,1,0,0,0,1
2851,1,1,0,0,1,1,1
2852,0,0,1,0,1,0,1
2853,1,1,1,0,0,0,0
2854,1,1,1,1,0,0,0
2855,1,1,1,0,0,0,0
2856,1,1,0,0,0,0,0
2857,0,0,0,1,0,1,0
2858,0,0,0,1,0,0,0
2859,0,0,0,1,0,0,1
2860,0,0,1,0,0,1,0
2861,0,0,0,0,0,0,1
2862,0,0,0,0,0,0,1
2863,1,1,1,1,0,0,0
2864,1,1,0,1,1,0,0
2865,1,1,0,0,1,0,0
2866,0,0,0,0,0,0,0
2867,1,1,1,0,0,0,1
2868,1,1,1,0,0,0,1
2869,0,0,0,1,0,0,0
2870,1,1,1,0,0,0,0
2871,1,1,0,0,0,0,0
2872,1,1,1,0,0,0,0
2873,1,1,0,1,0,0,0
2874,0,0,1,1,0,0,1
2875,0,0,0,1,0,0,1
2876,1,0,1,0,1,0,0
2877,1,1,1,1,0,0,0
2878,0,0,0,0,0,1,0
2879,0,0,0,0,0,1,1
2880,1,1,1,0,0,0,1
2881,0,0,1,0,1,1,0
2882,0,1,1,0,1,0,0
2883,0,0,0,1,0,0,1
2884,1,1,1,1,0,0,1
2885,1,1,1,1,0,0,0
2886,1,1,1,1,0,0,0
2887,0,0,1,0,0,0,0
2888,0,0,1,0,0,0,0
2889,1,0,1,0,0,0,0
2890,1,1,1,0,1,1,0
2891,1,1,1,0,0,0,0
2892,0,0,1,0,0,1,0
2893,1,1,0,0,1,0,0
2894,1,1,1,0,1,0,0
2895,0,1,1,1,0,1,0
2896,1,1,0,1,0,1,1
2897,0,0,1,0,0,0,0
2898,0,1,0,0,1,0,1
2899,0,0,0,1,0,0,1
2900,0,0,1,1,0,0,0
2901,1,1,1,0,0,1,1
2902,1,0,1,0,0,0,1
2903,0,0,0,0,0,0,0
2904,1,1,1,1,0,0,0
2905,0,0,1,0,1,0,0
2906,1,1,1,0,1,0,0
2907,1,1,1,0,0,1,0
2908,1,1,0,1,0,0,0
2909,0,0,1,0,0,0,0
2910,1,1,0,0,0,0,1
2911,1,1,0,0,0,0,1
2912,1,1,0,0,0,1,0
2913,0,0,0,1,0,0,1
2914,1,1,1,0,0,0,0
2915,0,0,1,0,0,0,0
2916,0,0,0,1,0,0,0
2917,1,0,1,0,1,0,0
2918,0,0,0,0,0,0,1
2919,0,0,0,1,0,0,1
2920,1,1,1,1,0,1,1
2921,0,0,0,0,0,0,0
2922,0,0,0,0,0,1,0
2923,1,1,0,0,1,0,0
2924,1,1,1,1,0,0,0
2925,1,1,1,1,0,0,0
2926,1,1,0,0,1,0,0
2927,1,1,0,0,1,0,0
2928,1,1,0,0,0,1,0
2929,0,0,0,0,0,0,1
2930,1,1,1,0,0,0,1
2931,1,1,0,0,0,0,1
2932,0,0,0,0,0,0,1
2933,0,0,0,0,0,0,1
2934,0,0,0,0,1,0,1
2935,1,1,1,1,0,0,0
2936,1,1,1,0,1,0,0
2937,1,1,1,1,0,0,0
2938,0,0,0,0,0,0,1
2939,0,1,0,1,0,0,1
2940,0,0,0,0,1,0,1
2941,1,1,0,1,0,1,1
2942,1,1,0,0,1,0,0
2943,1,1,1,1,0,0,0
2944,1,1,1,0,0,0,1
2945,1,0,0,1,1,0,1
2946,1,1,0,0,1,0,1
2947,2,1,0,1,0,0,1
2948,1,1,0,0,1,0,0
2949,0,0,0,0,0,0,1
2950,0,0,1,0,0,0,0
2951,1,1,1,0,0,0,0
2952,1,1,0,0,0,0,0
2953,1,1,1,0,0,0,1
2954,1,1,1,0,1,0,0
2955,1,1,0,0,0,0,1
2956,0,0,1,1,0,0,1
2957,0,0,0,0,1,0,0
2958,1,1,0,0,0,0,1
2959,1,1,1,1,0,0,0
2960,1,1,1,0,0,1,0
2961,0,0,0,1,0,0,1
2962,1,1,0,0,1,0,0
2963,1,1,1,0,1,0,1
2964,0,0,1,0,0,0,0
2965,1,1,0,0,0,0,0
2966,1,1,0,1,0,0,1
2967,1,1,0,0,0,0,0
2968,1,1,0,0,0,1,1
2969,0,0,1,0,0,0,1
2970,1,1,1,1,1,0,0
2971,0,0,0,0,0,0,1
2972,2,1,1,1,0,0,0
2973,0,0,1,1,0,0,1
2974,0,0,0,1,1,0,1
2975,1,1,1,0,1,0,1
2976,0,0,0,0,1,0,1
2977,1,1,1,1,0,1,0
2978,1,1,0,1,0,0,0
2979,1,0,0,0,1,0,1
2980,0,1,0,0,1,0,1
2981,1,1,1,0,0,0,0
2982,0,0,0,0,0,0,1
2983,0,0,1,1,0,0,1
2984,1,1,1,0,0,1,0
2985,1,0,1,0,0,0,1
2986,1,1,1,1,0,1,0
2987,1,0,1,0,0,0,1
2988,1,1,1,0,0,0,0
2989,1,1,0,1,1,0,1
2990,0,0,0,1,0,0,1
2991,0,0,0,1,0,0,1
2992,1,1,0,0,0,0,1
2993,1,1,0,0,0,0,1
2994,0,0,0,1,0,0,0
2995,0,0,0,1,0,0,1
2996,0,0,1,0,0,1,0
2997,1,1,0,0,0,0,0
2998,1,1,0,0,0,1,1
2999,0,0,1,1,0,0,1
3000,1,0,0,0,1,0,1
3001,0,0,0,1,0,1,0
3002,0,0,1,0,0,0,0
3003,1,1,1,0,0,0,0
3004,1,1,0,0,0,0,0
3005,1,0,1,1,0,1,1
3006,0,0,1,1,0,0,0
3007,1,1,0,0,1,0,1
3008,0,0,0,1,0,0,0
3009,1,1,1,1,0,0,0
3010,1,1,1,0,1,0,0
3011,1,1,0,1,0,0,0
3012,0,0,0,1,0,0,0
3013,1,1,0,1,0,0,0
3014,1,0,1,0,0,0,1
3015,0,0,1,0,1,1,0
3016,1,1,0,0,0,0,1
3017,0,0,1,0,1,1,0
3018,1,1,1,0,0,0,0
3019,1,1,1,0,0,0,1
3020,0,0,0,0,0,0,0
3021,1,1,0,1,0,0,0
3022,1,1,0,1,0,0,0
3023,1,1,1,1,1,0,0
3024,0,0,1,1,0,0,1
3025,0,0,1,0,0,0,1
3026,1,1,1,1,0,1,0
3027,0,0,0,0,0,0,0
3028,1,0,1,0,0,0,1
3029,0,0,1,0,0,1,1
3030,1,1,1,0,0,0,1
3031,1,1,0,0,0,0,1
3032,1,1,1,1,0,0,0
3033,0,0,0,1,0,0,0
3034,1,1,0,0,0,0,0
3035,1,1,0,0,1,0,1
3036,1,1,1,0,1,0,0
3037,0,1,0,0,0,1,1
3038,1,2,0,1,0,0,0
3039,0,0,0,1,0,0,0
3040,1,1,0,0,0,0,1
3041,0,0,1,1,0,0,0
3042,1,0,1,0,1,0,1
3043,1,1,0,1,1,0,0
3044,0,0,1,0,0,0,1
3045,1,1,1,0,0,0,0
3046,0,0,0,0,0,0,1
3047,1,1,1,1,0,0,0
3048,0,0,1,0,0,0,0
3049,0,0,1,0,1,0,1
3050,0,0,0,0,0,0,0
3051,0,1,1,0,0,1,0
3052,1,1,0,0,0,0,1
3053,1,1,0,0,0,1,1
3054,1,1,1,0,1,0,0
3055,1,0,1,0,0,0,0
3056,1,0,1,1,0,1,1
3057,1,1,1,0,0,0,0
3058,1,1,1,1,0,0,1
3059,0,1,0,0,0,0,1
3060,1,0,1,0,0,0,0
3061,0,0,0,0,0,0,0
3062,1,1,1,0,0,0,0
3063,0,0,1,0,0,0,1
3064,1,1,0,0,1,0,1
3065,1,1,0,0,0,0,1
3066,0,0,2,0,0,0,1
3067,1,1,1,1,0,0,0
3068,1,1,0,0,0,1,0
3069,1,1,1,0,0,1,0
3070,0,0,0,1,0,0,0
3071,0,0,0,0,0,0,0
3072,0,0,0,0,0,0,0
3073,1,1,1,0,0,0,1
3074,0,0,1,0,0,0,0
3075,1,0,1,1,0,0,0
3076,1,1,1,1,0,0,0
3077,1,1,1,0,0,0,0
3078,0,0,0,1,0,0,1
3079,1,1,0,0,0,0,0
3080,1,1,1,0,1,0,0
3081,1,0,1,0,0,1,1
3082,0,0,0,0,1,0,1
3083,0,0,1,1,0,0,1
3084,1,1,1,1,0,0,0
3085,1,1,0,1,0,0,0
3086,0,0,1,0,0,0,1
3087,0,0,1,0,0,1,0
3088,0,0,0,0,0,0,1
3089,1,1,1,1,0,0,1
3090,1,1,0,0,1,0,0
3091,0,0,0,0,0,0,0
3092,0,0,0,0,1,0,0
3093,0,0,0,0,0,0,1
3094,0,0,0,0,0,0,1
3095,1,1,1,1,0,0,0
3096,0,0,1,0,1,0,1
3097,1,1,0,1,0,0,1
3098,0,0,0,1,0,0,1
3099,1,1,0,0,0,0,1
3100,1,1,1,0,0,0,0
3101,1,1,1,0,1,0,0
3102,1,1,0,0,0,0,0
3103,0,0,1,0,0,0,1
3104,0,0,0,0,0,0,1
3105,1,1,1,0,0,1,0
3106,1,1,1,1,0,1,0
3107,0,0,0,0,1,1,0
3108,0,1,0,0,0,0,1
3109,1,1,0,0,0,0,0
3110,0,0,1,0,0,1,1
3111,1,1,1,0,0,1,0
3112,0,0,1,1,0,1,1
3113,0,0,1,0,0,1,1
3114,1,1,0,0,0,0,1
3115,1,1,0,0,0,0,0
3116,0,0,1,0,0,0,1
3117,0,0,0,0,0,0,1
3118,0,1,1,1,0,0,0
3119,0,0,1,0,1,0,0
3120,0,0,1,1,0,0,0
3121,1,1,1,1,0,0,0
3122,0,0,1,1,0,0,1
3123,0,0,1,0,0,1,1
3124,0,0,0,0,0,0,1
3125,1,1,1,0,1,0,0
3126,1,1,1,0,0,0,1
3127,0,1,0,0,0,0,1
3128,1,1,1,0,0,1,1
3129,1,1,0,0,0,0,1
3130,0,0,1,0,1,0,1
3131,0,0,1,1,1,0,1
3132,1,1,1,1,1,0,0
3133,1,1,0,0,0,0,1
3134,1,1,1,1,0,0,0
3135,0,0,1,0,0,0,1
3136,1,1,0,1,1,0,0
3137,0,0,1,0,0,0,1
3138,0,0,0,1,0,0,0
3139,1,1,1,0,1,0,0
3140,1,1,1,1,0,0,0
3141,2,1,0,0,1,0,0
3142,0,0,1,0,0,1,1
3143,1,1,0,1,0,0,0
3144,1,1,0,0,0,0,0
3145,0,0,0,1,0,0,1
3146,1,1,0,1,0,0,0
3147,0,0,1,1,0,0,1
3148,1,1,0,1,0,0,0
3149,0,0,0,0,1,0,0
3150,1,1,1,0,0,0,0
3151,1,1,1,0,1,0,0
3152,1,1,1,0,1,0,0
3153,2,1,0,1,0,0,1
3154,0,0,1,0,1,0,1
3155,1,1,1,1,1,0,0
3156,1,1,1,0,0,1,0
3157,1,1,1,1,0,0,0
3158,0,0,1,0,0,0,1
3159,1,2,1,0,0,0,1
3160,1,1,0,0,0,1,1
3161,1,0,1,1,0,0,0
3162,1,1,1,0,1,0,1
3163,1,1,0,0,0,0,0
3164,0,0,1,0,0,0,1
3165,1,1,1,1,0,1,0
3166,0,0,0,1,0,0,1
3167,1,1,0,1,0,0,1
3168,1,1,1,1,1,0,0
3169,1,1,0,0,0,0,1
3170,0,0,0,0,0,0,1
3171,2,1,1,0,0,0,0
3172,1,0,1,1,0,0,0
3173,0,1,0,0,0,0,1
3174,0,1,0,0,0,0,0
3175,1,1,1,0,0,0,1
3176,1,1,1,0,1,0,0
3177,1,1,1,0,1,0,1
3178,1,1,1,1,0,0,0
3179,1,1,0,0,0,0,1
3180,1,1,1,1,0,0,0
3181,0,1,0,0,1,0,0
3182,1,1,0,0,0,0,0
3183,0,0,0,0,0,0,1
3184,1,1,0,0,0,0,1
3185,0,0,0,0,0,0,1
3186,1,1,1,0,0,0,0
3187,1,1,1,0,0,0,0
3188,0,0,0,0,0,0,1
3189,0,0,1,0,1,1,1
3190,1,0,1,0,0,0,0
3191,1,1,1,0,0,0,1
3192,2,1,1,0,0,0,0
3193,0,0,0,0,1,0,1
3194,2,1,1,1,0,1,0
3195,1,1,1,1,0,0,0
3196,1,0,1,0,1,0,1
3197,0,0,0,0,0,0,0
3198,0,0,1,1,0,0,0
3199,1,1,1,0,0,0,0
3200,1,0,1,0,0,0,1
3201,0,0,0,0,0,0,0
3202,1,1,0,0,0,0,1
3203,1,1,0,0,0,0,0
3204,0,0,0,0,0,0,0
3205,0,0,0,1,0,0,1
3206,1,1,1,1,0,0,0
3207,0,0,1,0,0,1,1
3208,1,1,1,0,0,1,1
3209,1,1,1,1,0,0,0
3210,0,0,1,0,0,0,0
3211,0,0,0,0,0,0,1
3212,0,0,0,0,1,0,0
3213,0,0,0,1,0,0,0
3214,1,1,1,0,1,0,0
3215,1,1,1,0,0,0,0
3216,1,1,0,0,1,0,0
3217,0,0,1,1,0,0,0
3218,1,1,1,1,0,1,1
3219,1,1,0,0,0,0,0
3220,1,1,0,1,0,0,1
3221,0,0,1,0,0,0,1
3222,1,0,1,0,0,1,1
3223,1,1,1,0,1,0,1
3224,0,0,0,0,0,0,0
3225,1,1,1,1,0,0,0
3226,1,1,1,0,1,0,0
3227,0,0,0,0,0,0,1
3228,1,1,1,0,1,1,0
3229,0,0,1,0,0,1,1
3230,1,0,1,0,1,0,0
3231,1,1,1,0,0,0,0
3232,0,0,1,0,0,0,1
3233,0,0,1,0,1,0,1
3234,2,1,1,0,0,0,1
3235,1,1,1,0,0,0,0
3236,1,1,0,0,0,0,1
3237,1,1,1,0,0,0,0
3238,0,0,1,0,1,1,1
3239,0,0,0,1,1,0,1
3240,1,1,0,1,0,0,1
3241,1,1,1,0,0,0,1
3242,1,1,1,1,1,0,0
3243,0,0,1,1,0,0,1
3244,1,0,1,1,0,1,1
3245,1,0,1,0,1,1,1
3246,0,1,1,1,0,1,0
3247,1,1,1,0,0,0,1
3248,1,0,1,0,0,0,0
3249,1,0,1,0,1,1,1
3250,0,0,0,0,1,0,1
3251,1,1,1,0,0,1,0
3252,0,0,1,0,0,0,1
3253,0,0,0,1,1,0,1
3254,1,1,1,1,0,0,0
3255,0,0,0,1,0,0,0
3256,1,1,1,0,0,0,0
3257,1,1,0,0,0,0,1
3258,0,0,0,1,1,0,0
3259,0,0,0,1,0,0,0
3260,0,0,0,0,0,0,1
3261,0,0,0,0,1,0,1
3262,1,1,0,1,1,0,1
3263,1,1,0,0,0,0,1
3264,1,1,0,0,0,0,0
3265,0,0,0,0,1,0,0
3266,1,1,1,0,0,0,0
3267,1,1,0,0,0,0,1
3268,1,1,0,0,1,0,0
3269,1,1,1,1,0,0,0
3270,0,0,0,1,0,1,0
3271,2,1,1,0,0,0,0
3272,1,1,1,1,0,1,1
3273,0,0,0,1,0,0,1
3274,1,1,1,0,1,1,0
3275,0,0,1,1,0,0,1
3276,1,1,1,0,1,0,0
3277,1,1,0,0,0,0,1
3278,0,0,1,1,0,0,0
3279,1,1,1,0,1,0,0
3280,0,0,0,1,0,0,1
3281,0,0,1,1,1,0,1
3282,1,1,0,0,0,0,0
3283,0,0,0,0,1,0,0
3284,1,1,0,1,0,0,1
3285,1,1,1,0,0,0,0
3286,1,1,0,0,0,0,0
3287,1,1,0,0,0,0,0
3288,1,1,0,1,0,0,0
3289,1,1,1,0,0,0,0
3290,1,1,1,0,0,0,1
3291,1,1,1,0,0,1,1
3292,0,0,1,0,0,0,1
3293,1,1,0,0,0,0,1
3294,1,1,0,0,1,0,0
3295,0,0,1,0,0,0,0
3296,1,2,1,1,0,0,0
3297,1,1,1,1,0,0,1
3298,1,1,0,1,0,0,0
3299,0,0,0,0,1,0,1
3300,1,2,0,0,0,0,1
3301,1,1,1,0,1,0,0
3302,0,0,0,0,0,0,1
3303,0,0,0,0,0,0,1
3304,1,1,1,0,1,1,0
3305,0,0,1,0,1,0,1
3306,1,1,1,0,0,1,0
3307,1,1,0,0,0,0,1
3308,1,1,0,0,0,0,0
3309,0,0,0,0,1,0,1
3310,1,1,1,0,1,0,1
3311,1,1,0,0,0,0,0
3312,0,1,0,0,1,0,0
