,,,,,,,,,,,,s1,s2,s3,s4,s5,s6
1,0,0,0,0,1,0,0,0,1,0,1,0.11893073910622105,0.4685165865638911,0.48849923053351263,0.0,0.0611145477496659,0.004507085339189707
1,0,0,0,0,1,0,0,0,1,1,0,0.20492249685798072,0.0694386258902388,0.2670967741935484,0.0,0.025342968859097894,0.0006451612903225806
1,0,0,0,0,1,0,0,0,1,1,1,0.19893939393939394,0.2709393939393939,0.494,0.0,0.015303030303030303,0.0
1,0,0,0,0,1,0,0,1,0,0,0,0.029519561325491245,0.44016363714207385,0.0,0.02394781707450171,0.4585792934606951,0.0008108108108108109
1,0,0,0,0,1,0,0,1,0,0,1,0.1826538739038739,0.36855447330447333,0.0,0.0946845931845932,0.14847996447996448,0.0
1,0,0,0,0,1,0,0,1,0,1,0,0.20768433853727977,0.41206310846016725,0.06,0.11014442093853857,0.08933333333333333,0.03466809824162766
1,0,0,0,0,1,0,0,1,0,1,1,0.13413776419658774,0.6148361768950005,0.04,0.315909281894576,0.008333333333333333,0.0
1,0,0,0,0,1,0,0,1,1,0,0,0.09798108882861203,0.22710670341010894,0.0,0.0,0.26724366603468774,0.02899616723146135
1,0,0,0,0,1,0,0,1,1,0,1,0.1601012826183105,0.4015732714138287,0.0,0.0,0.20284814978623034,0.0014285714285714286
1,0,0,0,0,1,0,0,1,1,1,0,0.17754901960784314,0.31204901960784315,0.04,0.0035294117647058825,0.10866666666666665,0.0
1,0,0,0,0,1,0,0,1,1,1,1,0.19254901960784315,0.35338235294117654,0.04,0.049529411764705884,0.07166666666666668,0.0
1,0,0,0,0,1,0,1,0,0,0,0,0.013246753246753246,0.013523809523809525,0.055806609204946796,0.7175189502881318,0.017052367389643604,0.0019518716577540108
1,0,0,0,0,1,0,1,0,0,0,1,0.00823088023088023,0.012857142857142855,0.03898395721925134,0.4055666163901458,0.004705882352941176,0.000588235294117647
1,0,0,0,0,1,0,1,0,0,1,0,0.05285714285714285,0.05285714285714285,0.1398581248398182,0.23181649840116664,0.0,0.03664749457255177
1,0,0,0,0,1,0,1,0,0,1,1,0.06785714285714285,0.05285714285714285,0.06362452605873659,0.14677213868003341,0.0,0.011143724696356277
1,0,0,0,0,1,0,1,0,1,0,0,0.007272727272727273,0.007272727272727273,0.88,0.02,0.023636363636363636,0.006666666666666666
1,0,0,0,0,1,0,1,0,1,0,1,0.007272727272727273,0.027272727272727275,0.62,0.02,0.023636363636363636,0.0
1,0,0,0,0,1,0,1,0,1,1,0,0.1707965367965368,0.03727272727272728,0.6377621798491363,0.003946488294314382,0.023636363636363636,0.007224080267558528
1,0,0,0,0,1,0,1,0,1,1,1,0.15227272727272725,0.027272727272727275,0.5311538461538461,0.0,0.023636363636363636,0.005
1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.04946511627906977,0.0,0.17416711693702763,0.25480468802247597,0.06970611187880327
1,0,0,0,0,1,0,1,1,0,0,1,0.0,0.015,0.0,0.030769230769230767,0.105,0.0
1,0,0,0,0,1,0,1,1,0,1,0,0.023714285714285716,0.041619047619047625,0.0,0.030329975494062182,0.06274619498148909,0.01200262482615424
1,0,0,0,0,1,0,1,1,0,1,1,0.01,0.04,0.0,0.02,0.04,0.0
1,0,0,0,0,1,0,1,1,1,0,0,0.0,0.0,0.06,0.0,0.665,0.0
1,0,0,0,0,1,0,1,1,1,0,1,0.006666666666666666,0.02,0.06,0.0,0.3866666666666667,0.0
1,0,0,0,0,1,0,1,1,1,1,0,0.002857142857142857,0.04666666666666666,0.06285714285714286,0.0,0.305,0.0
1,0,0,0,0,1,0,1,1,1,1,1,0.013333333333333332,0.06,0.06,0.02,0.2,0.0
1,0,0,0,0,1,1,0,0,0,0,0,0.07083333333333333,0.17190569561157798,0.3236479925303455,0.09115242763772174,0.0,0.0
1,0,0,0,0,1,1,0,0,0,0,1,0.12802762923351158,0.3264985145573381,0.27805392156862746,0.04816830065359477,0.017014260249554367,0.0
1,0,0,0,0,1,1,0,0,0,1,0,0.02071642228739003,0.15482809663454827,0.27503151794442116,0.03071428571428571,0.0,0.022626686217008803
1,0,0,0,0,1,1,0,0,0,1,1,0.0697680265654649,0.235301783078823,0.21018783319779527,0.023638655462184868,0.005166666666666666,0.007790322580645162
1,0,0,0,0,1,1,0,0,1,0,0,0.5979393939393939,0.6014393939393938,0.05587179487179487,0.0,0.041660173160173154,0.001
1,0,0,0,0,1,1,0,0,1,0,1,0.5187727272727272,0.6696060606060605,0.1126111111111111,0.0,0.1473268398268398,0.001
1,0,0,0,0,1,1,0,0,1,1,0,0.47368542568542565,0.39768542568542564,0.14422222222222225,0.0,0.026303030303030304,0.01
1,0,0,0,0,1,1,0,0,1,1,1,0.4157012987012987,0.45536796536796537,0.19399999999999998,0.0,0.07663636363636363,0.0
1,0,0,0,0,1,1,0,1,0,0,0,0.23751030986557306,0.3378911483253589,0.022000000000000002,0.2901292435634541,0.08988448393711553,0.0
1,0,0,0,0,1,1,0,1,0,0,1,0.17307838068364384,0.2740913761418535,0.012,0.2160360531012981,0.05865066220329378,0.0
1,0,0,0,0,1,1,0,1,0,1,0,0.08,0.08,0.0,0.0,0.0,0.0
1,0,0,0,0,1,1,0,1,0,1,1,0.1103003663003663,0.22408313908313912,0.0,0.061714285714285715,0.0,0.0
1,0,0,0,0,1,1,0,1,1,0,0,0.37111974509735696,0.3957103526655765,0.0,0.032,0.08358108640944462,0.008040821533358847
1,0,0,0,0,1,1,0,1,1,0,1,0.2571122766122766,0.33332750582750587,0.0,0.024,0.03666666666666667,0.0
1,0,0,0,0,1,1,0,1,1,1,0,0.305,0.305,0.02,0.0,0.040999999999999995,0.0
1,0,0,0,0,1,1,0,1,1,1,1,0.2645769230769231,0.29548912198912203,0.02,0.0,0.03666666666666667,0.0
1,0,0,0,0,1,1,1,0,0,0,0,0.0,0.420952380952381,0.16914285714285718,0.44095238095238104,0.0,0.0
1,0,0,0,0,1,1,1,0,0,0,1,0.0021955266955266954,0.2674761904761905,0.14733582301892162,0.3403152348434038,0.00886516066093531,0.0
1,0,0,0,0,1,1,1,0,0,1,0,0.0,0.109,0.319441102928719,0.1562917643587922,0.0,0.003731203007518797
1,0,0,0,0,1,1,1,0,0,1,1,0.0,0.08257142857142856,0.13991468326994644,0.12679804990331303,0.0,0.0010526315789473684
1,0,0,0,0,1,1,1,0,1,0,0,0.04220801909158906,0.12804507716312988,0.16563706300846257,0.08633333333333333,0.0949587168599339,0.0
1,0,0,0,0,1,1,1,0,1,0,1,0.03909215456395984,0.10956608556649124,0.16629001144503172,0.07133333333333333,0.06323577253247638,0.0
1,0,0,0,0,1,1,1,0,1,1,0,0.04727272727272727,0.0366060606060606,0.4673986013986014,0.042508158508158506,0.0036363636363636364,0.0
1,0,0,0,0,1,1,1,0,1,1,1,0.04727272727272727,0.0366060606060606,0.3574468772606704,0.04750815850815851,0.005815673981191222,0.0
1,0,0,0,0,1,1,1,1,0,0,0,0.0,0.02188891612001396,0.027000000000000003,0.23802606635572243,0.021126238403187482,0.0038261670185607065
1,0,0,0,0,1,1,1,1,0,0,1,0.004362794375095033,0.004594059405940595,0.013830592374153558,0.19370526296093754,0.02211652185714157,0.0013091309130913089
1,0,0,0,0,1,1,1,1,0,1,0,0.0,0.0,0.0,0.09747459557985874,0.0,0.0
1,0,0,0,0,1,1,1,1,0,1,1,0.0,0.0,0.0,0.06129032258064516,0.0,0.0
1,0,0,0,0,1,1,1,1,1,0,0,0.0,0.005,0.045,0.014090909090909091,0.13204637401458189,0.010205366180747601
1,0,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.04,0.04,0.10617678366010967,0.0030518541797611566
1,0,0,0,0,1,1,1,1,1,1,0,0.0,0.013333333333333332,0.06,0.02,0.02,0.0
1,0,0,0,0,1,1,1,1,1,1,1,0.0,0.013333333333333332,0.04,0.0,0.02,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0.29071515731223807,0.5119830125306503,0.35996538895481595,0.04452185174060589,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,1,0.1450088931427641,0.3006127666232505,0.3576300017638727,0.08652041112121754,0.005,0.0
1,0,0,0,1,0,0,0,0,0,1,0,0.29530939271995776,0.4617929662005825,0.39603861460499673,0.021385109003056697,0.0,0.056234158301693545
1,0,0,0,1,0,0,0,0,0,1,1,0.1837308573445242,0.3488196151588513,0.29499725968079976,0.0927086592721167,0.0,0.0163300051203277
1,0,0,0,1,0,0,0,0,1,0,0,0.00909090909090909,0.2736125541125541,0.26906709956709957,0.0009090909090909091,0.0,0.0
1,0,0,0,1,0,0,0,0,1,0,1,0.03940476190476191,0.2532619047619048,0.33992857142857147,0.0,0.009000000000000001,0.0
1,0,0,0,1,0,0,0,0,1,1,0,0.015501165501165502,0.1312004662004662,0.12716783216783215,0.0009090909090909091,0.0,0.0010256410256410256
1,0,0,0,1,0,0,0,0,1,1,1,0.056904761904761895,0.17204761904761903,0.23671428571428574,0.0,0.004,0.0
1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.5067673476334468,0.0,0.33177394200227023,0.0,0.0
1,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0.301984126984127,0.0,0.0
1,0,0,0,1,0,0,0,1,0,1,0,0.22127363322951557,0.6264910955058014,0.0,0.2578884563149269,0.0,0.035426522823581635
1,0,0,0,1,0,0,0,1,0,1,1,0.08428571428571428,0.45171428571428573,0.0,0.3842063492063492,0.0,0.0
1,0,0,0,1,0,0,0,1,1,0,0,0.177838488784215,0.2729185141588493,0.03333333333333333,0.027787114845938373,0.08345883846116044,0.038617027107739184
1,0,0,0,1,0,0,0,1,1,0,1,0.21440426240426244,0.3346899766899767,0.02333333333333333,0.025333333333333333,0.158,0.0014285714285714286
1,0,0,0,1,0,0,0,1,1,1,0,0.07852236973552763,0.2933805977648083,0.01,0.021904761904761903,0.0,0.005855263157894737
1,0,0,0,1,0,0,0,1,1,1,1,0.1153003663003663,0.30596703296703304,0.0,0.06866666666666667,0.05904761904761905,0.0
1,0,0,0,1,0,0,1,0,0,0,0,0.2063589163039291,0.06424213233484333,0.37039900260296676,0.06454910952928855,0.0,0.15981677039925127
1,0,0,0,1,0,0,1,0,0,0,1,0.016825396825396827,0.004523809523809524,0.8874603174603175,0.04285714285714286,0.0,0.00984126984126984
1,0,0,0,1,0,0,1,0,0,1,0,0.124620269329988,0.039082680675391675,0.32778622098426247,0.0759399666642566,0.0,0.135675725509889
1,0,0,0,1,0,0,1,0,0,1,1,0.021825396825396828,0.004523809523809524,0.4981182121971595,0.02496240601503759,0.0,0.01589390142021721
1,0,0,0,1,0,0,1,0,1,0,0,0.025454545454545455,0.004,0.8221818181818182,0.0018181818181818182,0.0,0.02909090909090909
1,0,0,0,1,0,0,1,0,1,0,1,0.035904761904761905,0.009714285714285713,0.6202142857142856,0.02,0.0,0.02
1,0,0,0,1,0,0,1,0,1,1,0,0.03997835497835498,0.0,0.49529015187710834,0.010303131650957737,0.0,0.015776527820006082
1,0,0,0,1,0,0,1,0,1,1,1,0.0409047619047619,0.005714285714285714,0.34121428571428575,0.02,0.0,0.005
1,0,0,0,1,0,0,1,1,0,0,0,0.3252886002886003,0.0,0.0,0.0,0.0,0.3491767676767676
1,0,0,0,1,0,0,1,1,0,0,1,0.07395238095238095,0.0,0.08,0.018000000000000002,0.0,0.10100793650793649
1,0,0,0,1,0,0,1,1,0,1,0,0.19033333333333333,0.014285714285714285,0.0,0.022857142857142857,0.0,0.18525396825396828
1,0,0,0,1,0,0,1,1,0,1,1,0.05095238095238095,0.02,0.06,0.057999999999999996,0.0,0.06817460317460317
1,0,0,0,1,0,0,1,1,1,0,0,0.039999999999999994,0.0,0.02,0.0,0.0,0.022222222222222223
1,0,0,0,1,0,0,1,1,1,0,1,0.016666666666666666,0.0,0.0,0.008,0.0,0.015555555555555553
1,0,0,0,1,0,0,1,1,1,1,0,0.03285714285714285,0.03333333333333333,0.022857142857142857,0.02,0.0,0.016507936507936506
1,0,0,0,1,0,0,1,1,1,1,1,0.006666666666666666,0.03333333333333333,0.0,0.048,0.0,0.008888888888888889
1,0,0,0,1,0,1,0,0,0,0,0,0.0598738370649661,0.16485659088361534,0.34124306255779274,0.04234605114121243,0.0,0.0
1,0,0,0,1,0,1,0,0,0,0,1,0.03572294372294372,0.09743338143338143,0.16463852813852817,0.04577849927849927,0.0,0.0
1,0,0,0,1,0,1,0,0,0,1,0,0.07868465795222013,0.2083803686713404,0.35169199857394207,0.04212407391083862,0.0,0.08133685412377116
1,0,0,0,1,0,1,0,0,0,1,1,0.06951659063755837,0.20094593903180238,0.21628897497540764,0.058863346892758656,0.0,0.03949122189919154
1,0,0,0,1,0,1,0,0,1,0,0,0.38909090909090904,0.455112554112554,0.09437662337662336,0.0009090909090909091,0.0,0.0
1,0,0,0,1,0,1,0,0,1,0,1,0.3048571428571428,0.38333333333333336,0.33385714285714285,0.0,0.032,0.0
1,0,0,0,1,0,1,0,0,1,1,0,0.2488528138528138,0.2853982683982684,0.13442424242424242,0.0009090909090909091,0.0,0.04
1,0,0,0,1,0,1,0,0,1,1,1,0.23885714285714285,0.2916666666666667,0.30252380952380953,0.0,0.012000000000000002,0.0
1,0,0,0,1,0,1,0,1,0,0,0,0.14794925708206189,0.24302201990120412,0.0,0.21353218682043815,0.0,0.026534400160652047
1,0,0,0,1,0,1,0,1,0,0,1,0.14811904761904762,0.14811904761904762,0.0,0.23469047619047612,0.0,0.0
1,0,0,0,1,0,1,0,1,0,1,0,0.012004437252879217,0.0599629828617541,0.0,0.0393065877997977,0.0,0.011784472163008576
1,0,0,0,1,0,1,0,1,0,1,1,0.07146703296703297,0.17862210012210014,0.0,0.08349206349206349,0.0,0.0
1,0,0,0,1,0,1,0,1,1,0,0,0.1588046398046398,0.4286660561660562,0.01,0.024,0.03473748473748474,0.11088797313797313
1,0,0,0,1,0,1,0,1,1,0,1,0.16166666666666668,0.2685238095238095,0.0,0.024,0.07671428571428572,0.0
1,0,0,0,1,0,1,0,1,1,1,0,0.12333333333333334,0.3176666666666667,0.02,0.0,0.0,0.04798809523809524
1,0,0,0,1,0,1,0,1,1,1,1,0.10933333333333334,0.1876666666666667,0.03,0.0,0.05504761904761905,0.0
1,0,0,0,1,0,1,1,0,0,0,0,0.00015873015873015873,0.0,0.03432076883689787,0.009916696207018788,0.0012903225806451613,0.0007142857142857143
1,0,0,0,1,0,1,1,0,0,0,1,0.0,0.0,0.07986484593837534,0.054532913165266095,0.0,0.0
1,0,0,0,1,0,1,1,0,0,1,0,0.00015873015873015873,0.0,0.26969841269841266,0.004285714285714285,0.0,0.0021428571428571425
1,0,0,0,1,0,1,1,0,0,1,1,0.0,0.0,0.10478641456582634,0.03942833800186741,0.0,0.0
1,0,0,0,1,0,1,1,0,1,0,0,0.02931904224342271,0.024,0.2195453803230077,0.0,0.0,0.022985462971353624
1,0,0,0,1,0,1,1,0,1,0,1,0.022857142857142857,0.024,0.25770634920634916,0.0,0.0,0.0
1,0,0,0,1,0,1,1,0,1,1,0,0.006782356890798714,0.0,0.12071383067578698,0.0,0.0,0.017287734954248332
1,0,0,0,1,0,1,1,0,1,1,1,0.002857142857142857,0.0,0.12816666666666665,0.005,0.0,0.0025
1,0,0,0,1,0,1,1,1,0,0,0,0.0470973208721374,0.0,0.0002888086642599278,0.022948830133564253,0.0,0.03249431781506859
1,0,0,0,1,0,1,1,1,0,0,1,0.0,0.0,0.0,0.03221709131808595,0.0,0.015
1,0,0,0,1,0,1,1,1,0,1,0,0.02688249400479616,0.0,0.0,0.5461136747972141,0.0,0.02035316766507113
1,0,0,0,1,0,1,1,1,0,1,1,0.0,0.0,0.0,0.31903746131206084,0.0,0.015
1,0,0,0,1,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.014389274362718694
1,0,0,0,1,0,1,1,1,1,0,1,0.08487301587301588,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,0,1,1,1,1,1,0,0.0,0.013333333333333332,0.0,0.2,0.0,0.02354321404674253
1,0,0,0,1,0,1,1,1,1,1,1,0.03757142857142857,0.013333333333333332,0.0,0.14285714285714285,0.0,0.0
1,0,0,0,1,1,0,0,0,0,0,0,0.5084516129032258,0.9223536439665472,0.41982795698924724,0.0022222222222222222,0.0,0.0
1,0,0,0,1,1,0,0,0,0,0,1,0.2732104312104312,0.5514799994799995,0.3768083408083408,0.058172250172250174,0.0,0.0
1,0,0,0,1,1,0,0,0,0,1,0,0.2421921317630995,0.4888858166922683,0.6567467656596687,0.006507936507936507,0.0,0.01079984639016897
1,0,0,0,1,1,0,0,0,0,1,1,0.16208581933914,0.3735218125047347,0.5362648144953649,0.062000877118524186,0.0,0.0037903225806451613
1,0,0,0,1,1,0,0,0,1,0,0,0.14410930735930735,0.34437121212121213,0.2602619047619048,0.0,0.003833333333333333,0.0
1,0,0,0,1,1,0,0,0,1,0,1,0.10389285714285712,0.2915595238095238,0.2851904761904762,0.0,0.007833333333333333,0.0
1,0,0,0,1,1,0,0,0,1,1,0,0.22109740259740257,0.20443073593073588,0.2633333333333333,0.0,0.0,0.0
1,0,0,0,1,1,0,0,0,1,1,1,0.18688095238095237,0.19888095238095238,0.3505238095238095,0.0,0.004,0.0
1,0,0,0,1,1,0,0,1,0,0,0,0.07369172932330827,0.3780459965730865,0.0,0.14560154284999485,0.09066666666666666,0.0
1,0,0,0,1,1,0,0,1,0,0,1,0.0,0.042,0.0,0.1654285714285714,0.038,0.0
1,0,0,0,1,1,0,0,1,0,1,0,0.16580640223209883,0.3757923998945671,0.06,0.13454227016533518,0.026000000000000002,0.017747241320770733
1,0,0,0,1,1,0,0,1,0,1,1,0.0622857142857143,0.36442857142857144,0.04,0.308218253968254,0.0,0.0
1,0,0,0,1,1,0,0,1,1,0,0,0.06425614031651183,0.1291746451003417,0.01,0.008095238095238095,0.11596168210874094,0.014405054869451152
1,0,0,0,1,1,0,0,1,1,0,1,0.056380952380952386,0.10133333333333333,0.01,0.004,0.04961904761904762,0.0014285714285714286
1,0,0,0,1,1,0,0,1,1,1,0,0.13218386876281613,0.226025974025974,0.04,0.008095238095238095,0.03266666666666666,0.002105263157894737
1,0,0,0,1,1,0,0,1,1,1,1,0.10542857142857143,0.19709523809523813,0.04,0.05,0.004,0.0
1,0,0,0,1,1,0,1,0,0,0,0,0.07627533648505515,0.06924893435635124,0.13135668707535714,0.11634787775452736,0.0,0.02948063757782428
1,0,0,0,1,1,0,1,0,0,0,1,0.03333333333333333,0.04166666666666667,0.5366666666666666,0.08,0.0,0.003333333333333333
1,0,0,0,1,1,0,1,0,0,1,0,0.100483298457723,0.10458226768968457,0.17710687581962314,0.07044203159279211,0.0,0.03630704190591119
1,0,0,0,1,1,0,1,0,0,1,1,0.06833333333333333,0.07166666666666667,0.3441530107319581,0.06750208855472013,0.0,0.009385964912280702
1,0,0,0,1,1,0,1,0,1,0,0,0.04363636363636363,0.017333333333333333,0.6179393939393939,0.0018181818181818182,0.02,0.0018181818181818182
1,0,0,0,1,1,0,1,0,1,0,1,0.03238095238095238,0.009714285714285713,0.5655238095238095,0.02,0.02,0.0
1,0,0,0,1,1,0,1,0,1,1,0,0.14316017316017315,0.04333333333333333,0.4630861891731457,0.004226208574034661,0.02,0.00596533900881727
1,0,0,0,1,1,0,1,0,1,1,1,0.11738095238095238,0.02571428571428571,0.4326776556776557,0.02,0.02,0.005
1,0,0,0,1,1,0,1,1,0,0,0,0.22582539682539682,0.04471428571428571,0.0,0.040402163780491954,0.081,0.2501507936507937
1,0,0,0,1,1,0,1,1,0,0,1,0.0710952380952381,0.015,0.06,0.07,0.045,0.09529365079365078
1,0,0,0,1,1,0,1,1,0,1,0,0.12852380952380954,0.024,0.0,0.03450141190079271,0.036000000000000004,0.1522063492063492
1,0,0,0,1,1,0,1,1,0,1,1,0.048095238095238094,0.02,0.04,0.05,0.02,0.06246031746031745
1,0,0,0,1,1,0,1,1,1,0,0,0.029999999999999995,0.0,0.04,0.0,0.38,0.022222222222222223
1,0,0,0,1,1,0,1,1,1,0,1,0.016666666666666666,0.0,0.04,0.0,0.22,0.015555555555555553
1,0,0,0,1,1,0,1,1,1,1,0,0.022857142857142857,0.03333333333333333,0.04285714285714286,0.0,0.2,0.015555555555555553
1,0,0,0,1,1,0,1,1,1,1,1,0.006666666666666666,0.03333333333333333,0.04,0.02,0.14,0.008888888888888889
1,0,0,0,1,1,1,0,0,0,0,0,0.3391666666666666,0.449574074074074,0.4235,0.022222222222222223,0.0,0.0
1,0,0,0,1,1,1,0,0,0,0,1,0.1343181818181818,0.2166952861952862,0.1929242424242424,0.03470707070707071,0.0,0.0
1,0,0,0,1,1,1,0,0,0,1,0,0.11243022700119475,0.25236200716845875,0.33974676565966894,0.026507936507936508,0.0,0.014990322580645164
1,0,0,0,1,1,1,0,0,0,1,1,0.08401703627035696,0.20968583366875587,0.20806904729959755,0.028424157541804596,0.0,0.0037903225806451613
1,0,0,0,1,1,1,0,0,1,0,0,0.39132756132756136,0.421994227994228,0.08155555555555556,0.0,0.015,0.0
1,0,0,0,1,1,1,0,0,1,0,1,0.3062063492063492,0.35753968253968255,0.26822222222222225,0.0,0.032,0.0
1,0,0,0,1,1,1,0,0,1,1,0,0.35604978354978356,0.3000497835497835,0.14200000000000002,0.0,0.015,0.01
1,0,0,0,1,1,1,0,0,1,1,1,0.3078333333333333,0.27749999999999997,0.2793333333333333,0.0,0.012000000000000002,0.0
1,0,0,0,1,1,1,0,1,0,0,0,0.12807142857142856,0.27689393939393936,0.01,0.10674025974025973,0.025,0.0
1,0,0,0,1,1,1,0,1,0,0,1,0.10092857142857144,0.14707142857142855,0.0,0.17597619047619048,0.025,0.0
1,0,0,0,1,1,1,0,1,0,1,0,0.0575,0.13516666666666668,0.0,0.008333333333333333,0.0,0.0
1,0,0,0,1,1,1,0,1,0,1,1,0.08196703296703296,0.21340781440781442,0.0,0.0744920634920635,0.0,0.0
1,0,0,0,1,1,1,0,1,1,0,0,0.1557152292152292,0.2682616272616272,0.0,0.024,0.041303418803418805,0.04183760683760684
1,0,0,0,1,1,1,0,1,1,0,1,0.10800000000000001,0.15531746031746033,0.0,0.024,0.004,0.0
1,0,0,0,1,1,1,0,1,1,1,0,0.18045454545454548,0.2580735930735931,0.02,0.0,0.015,0.008333333333333333
1,0,0,0,1,1,1,0,1,1,1,1,0.14233333333333334,0.18298412698412697,0.02,0.0,0.004,0.0
1,0,0,0,1,1,1,1,0,0,0,0,0.0,0.14223809523809522,0.17863485987696517,0.16143328396749454,0.0,0.0
1,0,0,0,1,1,1,1,0,0,0,1,0.0,0.08723809523809523,0.1460109341982407,0.16560210575458253,0.0,0.0
1,0,0,0,1,1,1,1,0,0,1,0,0.0,0.08157142857142859,0.26148170688960165,0.10068964631859371,0.0,0.0014285714285714286
1,0,0,0,1,1,1,1,0,0,1,1,0.0,0.046571428571428576,0.1616674721047786,0.10228486743734423,0.0,0.0
1,0,0,0,1,1,1,1,0,1,0,0,0.02,0.07133333333333333,0.08953153153153152,0.05399999999999999,0.0,0.0016216216216216218
1,0,0,0,1,1,1,1,0,1,0,1,0.02,0.06133333333333334,0.20625396825396827,0.04,0.0,0.0
1,0,0,0,1,1,1,1,0,1,1,0,0.04,0.013333333333333332,0.2520652680652681,0.02250815850815851,0.0,0.0
1,0,0,0,1,1,1,1,0,1,1,1,0.04,0.013333333333333332,0.24754145854145856,0.023508158508158506,0.0,0.0
1,0,0,0,1,1,1,1,1,0,0,0,0.02,0.01,0.01,0.15110596324899733,0.0,0.025
1,0,0,0,1,1,1,1,1,0,0,1,0.0,0.0,0.0,0.3369153225806451,0.0,0.015
1,0,0,0,1,1,1,1,1,0,1,0,0.0,0.0,0.0,0.14789055217228592,0.0,0.015
1,0,0,0,1,1,1,1,1,0,1,1,0.0,0.0,0.0,0.20857142857142857,0.0,0.015
1,0,0,0,1,1,1,1,1,1,0,0,0.0,0.0,0.04,0.0,0.04,0.0016129032258064516
1,0,0,0,1,1,1,1,1,1,0,1,0.058682539682539676,0.0,0.04,0.04,0.02,0.0
1,0,0,0,1,1,1,1,1,1,1,0,0.0,0.013333333333333332,0.06,0.02,0.0,0.0016129032258064516
1,0,0,0,1,1,1,1,1,1,1,1,0.0309047619047619,0.013333333333333332,0.04,0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0.1529689509748165,0.4442682826127772,0.2809921465726857,0.0,0.21383628089777632,0.04678562080409233
1,0,0,1,0,0,0,0,0,0,0,1,0.10518253968253972,0.10518253968253972,0.6224430014430014,0.0,0.24231818181818188,0.0
1,0,0,1,0,0,0,0,0,0,1,0,0.1720858585858586,0.1720858585858586,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,1,1,0.19985209235209234,0.20668542568542567,0.2320512265512265,0.012,0.09907936507936509,0.0
1,0,0,1,0,0,0,0,0,1,0,0,0.12090449113482839,0.3811773949195249,0.34564033152028417,0.0,0.2215279974995384,0.05758377956482879
1,0,0,1,0,0,0,0,0,1,0,1,0.090246950151298,0.45938274141317614,0.622867558528428,0.0,0.14192770080161385,0.0037777777777777775
1,0,0,1,0,0,0,0,0,1,1,0,0.05393548387096774,0.07845161290322582,0.0070967741935483875,0.0,0.004516129032258064,0.0006451612903225806
1,0,0,1,0,0,0,0,0,1,1,1,0.11916955266955269,0.26200288600288596,0.2925591630591631,0.0,0.039452380952380954,0.0
1,0,0,1,0,0,0,0,1,0,0,0,0.08075270481152837,0.32919956677309614,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,1,0,0,1,0.3350000000000001,0.6706666666666667,0.0,0.0,0.0008695652173913043,0.0
1,0,0,1,0,0,0,0,1,0,1,0,0.686733155733156,0.686733155733156,0.0,0.0,0.0,0.0
1,0,0,1,0,0,0,0,1,0,1,1,0.39887950937950944,0.6061652236652236,0.0,0.08023809523809523,0.0,0.0
1,0,0,1,0,0,0,0,1,1,0,0,0.12519178319100915,0.26138748454847527,0.0,0.0,0.2465415400732738,0.04155948257109249
1,0,0,1,0,0,0,0,1,1,0,1,0.3130476190476191,0.5630000000000001,0.0,0.0,0.31582194616977227,0.0014285714285714286
1,0,0,1,0,0,0,0,1,1,1,0,0.27894696969696964,0.42186363636363633,0.0,0.0,0.06,0.0
1,0,0,1,0,0,0,0,1,1,1,1,0.2570182872682873,0.4296849539349539,0.0,0.0,0.06933333333333333,0.0
1,0,0,1,0,0,0,1,0,0,0,0,0.014615384615384617,0.0015384615384615385,0.32195604395604394,0.0,0.0007692307692307692,0.003076923076923077
1,0,0,1,0,0,0,1,0,0,0,1,0.02485714285714286,0.014857142857142857,0.22933333333333333,0.0,0.06995238095238095,0.0
1,0,0,1,0,0,0,1,0,0,1,0,0.11145713926596283,0.013333333333333332,0.24871794382088502,0.011934065934065935,0.0,0.011172161172161172
1,0,0,1,0,0,0,1,0,0,1,1,0.09773962148962148,0.02819047619047619,0.15198626373626373,0.0,0.03995238095238095,0.006538461538461538
1,0,0,1,0,0,0,1,0,1,0,0,0.018901098901098902,0.0015384615384615385,0.17343223443223443,0.0,0.005531135531135532,0.14302930402930403
1,0,0,1,0,0,0,1,0,1,0,1,0.014857142857142855,0.02485714285714286,0.17200000000000004,0.0,0.04095238095238095,0.06566666666666666
1,0,0,1,0,0,0,1,0,1,1,0,0.0953206923795159,0.006666666666666666,0.1917922861452273,0.007410256410256411,0.0,0.057205128205128214
1,0,0,1,0,0,0,1,0,1,1,1,0.054746031746031744,0.011523809523809523,0.10976190476190477,0.0,0.024952380952380948,0.03733333333333333
1,0,0,1,0,0,0,1,1,0,0,0,0.021388888888888888,0.01,0.0,0.02080882352941176,0.012630718954248365,0.031500544662309365
